tau_sat,b,tau_0,gamma_0,n,cd,beta,x_end,y_1,y_2,y_3,y_4,y_5,y_6,y_7,y_8,y_9,y_10,y_11,y_12,y_13,y_14,y_15,y_16,y_17,y_18,y_19,y_20
500.0,10.0,450.0,3.333e-05,5.0,800.0,10.0,0.195,-2.2914e-14,1405.6,1887.8,2203.8,2450.6,2647.3,2803.0,2925.2,3020.2,3093.5,3150.0,3193.3,3226.7,3252.3,3272.1,3287.4,3298.5,3304.8,3301.4,3271.0
500.0,10.0,450.0,3.333e-05,5.0,1000.0,10.0,0.24,-2.2914e-14,1548.8,2044.5,2380.6,2633.7,2823.8,2964.6,3067.5,3142.2,3196.2,3235.3,3263.6,3284.5,3300.0,3311.6,3320.3,3326.1,3327.0,3316.5,3273.7
1000.0,10.0,50.0,3.333e-05,1.0,200.0,10.0,0.08,-5.2879e-15,348.86,651.72,930.89,1196.3,1449.4,1691.3,1922.4,2143.2,2353.5,2553.8,2744.2,2924.9,3096.0,3257.9,3410.6,3554.2,3689.6,3812.9,3912.4
1000.0,10.0,50.0,3.333e-05,1.0,400.0,10.0,0.12,-9.6945e-15,504.59,930.89,1324.3,1691.3,2034.1,2353.5,2650.3,2924.9,3178.1,3410.6,3623.2,3816.9,3992.5,4151.2,4293.9,4421.6,4534.5,4630.2,4684.3
1000.0,10.0,50.0,3.333e-05,1.0,800.0,10.0,0.185,2.644e-15,744.4,1358.7,1910.8,2406.8,2849.1,3240.0,3582.0,3878.6,4133.3,4349.9,4532.4,4684.6,4810.7,4914.2,4998.4,5066.0,5118.4,5151.2,5139.9
1000.0,10.0,50.0,3.333e-05,1.0,1000.0,10.0,0.215,8.8132e-15,848.67,1544.2,2158.9,2699.7,3169.7,3573.4,3915.5,4201.5,4437.7,4630.2,4785.3,4908.9,5006.3,5082.4,5141.3,5186.0,5217.8,5231.7,5198.7
1000.0,10.0,50.0,3.333e-05,2.0,200.0,10.0,0.075,-7.9319e-15,336.39,608.41,851.97,1084.5,1305.1,1514.9,1714.5,1904.0,2083.4,2253.0,2413.1,2563.8,2705.3,2837.9,2961.8,3077.4,3185.0,3283.3,3369.0
1000.0,10.0,50.0,3.333e-05,2.0,400.0,10.0,0.115,-1.4101e-14,487.15,867.83,1218.2,1542.1,1841.9,2118.1,2371.3,2602.4,2812.0,3001.4,3171.3,3323.2,3458.1,3577.4,3682.3,3774.1,3853.5,3920.0,3963.7
1000.0,10.0,50.0,3.333e-05,2.0,600.0,10.0,0.15,-5.2879e-15,608.41,1084.5,1514.9,1904.0,2253.0,2563.8,2837.9,3077.6,3285.2,3463.6,3615.5,3743.7,3851.2,3940.5,4014.5,4074.9,4123.6,4159.4,4171.3
1000.0,10.0,50.0,3.333e-05,2.0,800.0,10.0,0.185,-5.2879e-15,723.62,1290.7,1791.5,2230.9,2611.9,2937.8,3212.6,3441.4,3629.3,3781.7,3903.9,4000.9,4077.1,4136.7,4182.9,4218.3,4244.1,4258.2,4245.0
1000.0,10.0,50.0,3.333e-05,2.0,1000.0,10.0,0.22,-5.2879e-15,836.07,1487.5,2048.3,2524.5,2921.5,3246.1,3506.6,3711.6,3870.4,3991.4,4082.5,4150.5,4200.7,4237.7,4264.8,4284.3,4296.6,4297.5,4267.6
1000.0,10.0,50.0,3.333e-05,3.0,200.0,10.0,0.075,-7.0506e-15,332.77,592.97,823.48,1044.3,1253.0,1451.0,1638.7,1816.2,1983.5,2141.0,2289.0,2427.6,2557.1,2677.9,2790.2,2894.3,2990.8,3077.1,3147.4
1000.0,10.0,50.0,3.333e-05,3.0,400.0,10.0,0.115,-7.9319e-15,477.8,838.53,1170.9,1476.6,1758.1,2015.8,2250.4,2463.0,2654.4,2825.8,2978.6,3114.0,3233.3,3338.0,3429.3,3508.7,3576.7,3632.5,3663.8
1000.0,10.0,50.0,3.333e-05,3.0,600.0,10.0,0.15,-8.8132e-15,592.97,1044.3,1451.0,1816.2,2141.0,2427.6,2677.9,2894.5,3080.3,3238.1,3371.2,3482.5,3575.0,3651.5,3714.2,3765.4,3806.3,3835.9,3844.1
1000.0,10.0,50.0,3.333e-05,3.0,800.0,10.0,0.185,-1.7626e-15,701.87,1239.4,1710.9,2120.6,2471.7,2768.4,3015.6,3218.6,3383.3,3515.3,3620.1,3702.7,3767.3,3817.6,3856.6,3886.5,3908.5,3920.9,3912.2
1000.0,10.0,50.0,3.333e-05,3.0,1000.0,10.0,0.225,-1.7626e-15,823.48,1451.0,1983.5,2427.6,2790.2,3080.3,3307.5,3482.5,3615.1,3714.3,3787.9,3842.1,3881.9,3911.3,3932.7,3948.1,3956.8,3953.7,3915.1
1000.0,10.0,50.0,3.333e-05,4.0,200.0,10.0,0.075,-7.9319e-15,329.57,582.13,804.56,1018.3,1220.0,1410.9,1591.6,1761.9,1922.3,2072.8,2213.8,2345.5,2468.2,2582.5,2688.4,2786.2,2876.8,2957.2,3020.8
1000.0,10.0,50.0,3.333e-05,4.0,400.0,10.0,0.115,-1.0576e-14,470.81,819.12,1140.7,1435.6,1706.3,1953.2,2177.1,2379.1,2560.3,2722.0,2865.4,2992.1,3103.2,3200.6,3285.2,3358.6,3421.3,3472.7,3502.4
1000.0,10.0,50.0,3.333e-05,4.0,600.0,10.0,0.15,-6.1692e-15,582.13,1018.3,1410.9,1761.9,2072.8,2345.5,2582.5,2786.5,2960.6,3107.7,3231.4,3334.4,3419.8,3490.2,3548.0,3595.2,3632.9,3660.8,3671.4
1000.0,10.0,50.0,3.333e-05,4.0,800.0,10.0,0.19,-5.2879e-15,701.85,1233.0,1695.0,2092.1,2428.3,2708.7,2939.0,3125.5,3274.9,3393.1,3485.9,3558.3,3614.5,3658.1,3691.6,3717.2,3735.3,3742.7,3722.7
1000.0,10.0,50.0,3.333e-05,4.0,1000.0,10.0,0.225,-5.2879e-15,804.56,1410.9,1922.3,2345.5,2688.5,2960.6,3172.3,3334.4,3456.7,3548.1,3615.9,3665.9,3702.9,3730.4,3750.8,3765.7,3775.0,3775.9,3754.4
1000.0,10.0,50.0,3.333e-05,5.0,200.0,10.0,0.075,-1.2338e-14,327.34,574.96,792.36,1001.7,1198.9,1385.6,1561.8,1727.8,1883.7,2029.8,2166.5,2294.0,2412.6,2522.7,2624.7,2718.7,2805.5,2882.6,2944.5
1000.0,10.0,50.0,3.333e-05,5.0,400.0,10.0,0.115,-1.2338e-14,466.11,806.62,1121.4,1409.7,1673.6,1913.7,2131.0,2326.5,2501.3,2656.9,2794.6,2915.9,3022.2,3115.0,3195.7,3265.4,3325.1,3374.3,3405.5
1000.0,10.0,50.0,3.333e-05,5.0,600.0,10.0,0.155,-1.322e-14,589.87,1028.7,1421.7,1770.3,2076.4,2342.5,2571.3,2766.1,2930.6,3068.2,3182.5,3276.7,3354.1,3417.4,3469.0,3510.5,3543.0,3564.2,3559.0
1000.0,10.0,50.0,3.333e-05,5.0,800.0,10.0,0.19,-4.4066e-15,691.87,1211.7,1662.6,2048.6,2374.0,2644.1,2865.1,3043.5,3185.8,3298.2,3386.4,3455.2,3508.6,3550.1,3582.2,3606.9,3624.9,3634.5,3625.4
1000.0,10.0,50.0,3.333e-05,5.0,1000.0,10.0,0.235,-9.6945e-15,820.85,1433.6,1943.3,2358.3,2688.3,2945.0,3140.7,3287.6,3396.5,3476.5,3535.0,3577.8,3609.2,3632.5,3649.6,3661.8,3667.8,3661.3,3616.0
1000.0,10.0,150.0,3.333e-05,1.0,200.0,10.0,0.075,-7.0506e-15,427.74,764.73,1056.0,1327.0,1581.8,1824.0,2055.2,2276.2,2487.4,2689.5,2882.3,3066.4,3241.8,3408.9,3567.6,3718.2,3861.0,3994.3,4113.8
1000.0,10.0,150.0,3.333e-05,1.0,400.0,10.0,0.115,-9.6945e-15,615.85,1074.7,1481.6,1855.4,2203.6,2528.6,2831.8,3114.0,3376.1,3618.7,3842.5,4048.3,4236.9,4409.2,4565.9,4707.8,4835.0,4944.9,5014.6
1000.0,10.0,150.0,3.333e-05,1.0,600.0,10.0,0.145,-1.9389e-14,744.17,1291.9,1776.4,2218.2,2623.1,2993.8,3332.0,3638.9,3916.1,4165.1,4387.6,4585.3,4760.0,4913.5,5047.8,5163.0,5262.2,5343.6,5386.8
1000.0,10.0,150.0,3.333e-05,1.0,800.0,10.0,0.175,-1.0576e-14,864.81,1498.4,2055.2,2555.8,3006.0,3408.9,3766.8,4082.3,4358.5,4598.0,4804.4,4980.6,5130.1,5256.1,5361.4,5448.5,5519.1,5569.9,5575.4
1000.0,10.0,150.0,3.333e-05,1.0,1000.0,10.0,0.2,-7.9319e-15,961.57,1663.8,2276.2,2818.7,3296.9,3716.9,4081.2,4393.9,4659.5,4882.8,5068.6,5222.0,5347.3,5448.9,5530.6,5595.6,5645.9,5679.3,5680.2
1000.0,10.0,150.0,3.333e-05,2.0,200.0,10.0,0.07,-2.644e-15,437.16,751.81,1006.2,1241.3,1461.2,1669.2,1867.5,2056.1,2235.6,2406.4,2568.5,2722.2,2867.7,3005.1,3134.7,3256.6,3371.2,3477.4,3573.7
1000.0,10.0,150.0,3.333e-05,2.0,400.0,10.0,0.11,1.7626e-15,627.95,1040.7,1399.8,1726.9,2029.7,2309.9,2568.5,2806.4,3024.1,3222.6,3402.6,3565.3,3711.4,3842.2,3958.7,4061.7,4152.0,4228.2,4274.4
1000.0,10.0,150.0,3.333e-05,2.0,600.0,10.0,0.14,-1.322e-14,751.81,1241.3,1669.2,2056.1,2406.4,2722.2,3005.1,3256.6,3478.7,3673.1,3842.2,3988.1,4113.2,4219.5,4309.6,4385.1,4447.7,4497.2,4525.4
1000.0,10.0,150.0,3.333e-05,2.0,800.0,10.0,0.175,-1.7626e-15,882.72,1461.2,1962.9,2406.4,2796.0,3134.7,3425.8,3673.1,3880.8,4053.1,4194.6,4309.6,4402.3,4476.5,4535.3,4581.3,4616.0,4636.1,4620.7
1000.0,10.0,150.0,3.333e-05,2.0,1000.0,10.0,0.205,-1.7626e-15,988.81,1640.1,2197.9,2679.2,3089.3,3433.5,3717.7,3948.7,4133.5,4279.2,4392.7,4480.2,4547.0,4597.7,4636.0,4664.3,4683.8,4691.2,4668.0
1000.0,10.0,150.0,3.333e-05,3.0,200.0,10.0,0.07,1.322e-14,449.75,753.54,990.46,1211.3,1418.0,1613.3,1799.2,1975.7,2143.2,2301.9,2451.9,2593.5,2726.9,2852.4,2970.2,3080.2,3183.2,3276.9,3357.6
1000.0,10.0,150.0,3.333e-05,3.0,400.0,10.0,0.105,0.0,614.93,990.46,1316.3,1613.3,1888.6,2143.2,2378.0,2593.5,2790.7,2970.2,3132.7,3279.4,3411.2,3529.1,3634.1,3727.1,3809.0,3879.9,3936.0
1000.0,10.0,150.0,3.333e-05,3.0,600.0,10.0,0.14,4.4066e-15,753.54,1211.3,1613.3,1975.7,2301.9,2593.5,2852.4,3080.4,3279.4,3452.0,3600.5,3727.2,3834.8,3925.5,4001.5,4064.8,4116.8,4156.6,4175.5
1000.0,10.0,150.0,3.333e-05,3.0,800.0,10.0,0.175,2.644e-15,875.52,1418.0,1888.6,2301.9,2661.2,2970.2,3232.2,3452.0,3634.1,3783.3,3904.2,4001.6,4079.3,4140.9,4189.7,4227.7,4255.9,4271.7,4256.5
1000.0,10.0,150.0,3.333e-05,3.0,1000.0,10.0,0.205,2.644e-15,974.21,1586.0,2108.0,2553.9,2929.0,3239.1,3491.3,3693.1,3852.1,3976.0,4071.3,4144.1,4199.5,4241.4,4273.0,4296.6,4312.9,4319.5,4302.8
1000.0,10.0,150.0,3.333e-05,4.0,200.0,10.0,0.07,-1.6745e-14,455.82,751.15,976.46,1188.7,1387.7,1575.5,1754.3,1923.7,2084.1,2235.7,2378.8,2513.6,2640.1,2758.9,2870.0,2973.6,3070.2,3157.1,3229.6
1000.0,10.0,150.0,3.333e-05,4.0,400.0,10.0,0.105,-1.4101e-14,617.87,976.46,1289.9,1575.5,1840.2,2084.1,2308.3,2513.6,2700.4,2870.0,3023.0,3160.4,3283.3,3392.9,3490.2,3576.1,3651.5,3716.4,3767.1
1000.0,10.0,150.0,3.333e-05,4.0,600.0,10.0,0.14,-2.5558e-14,751.15,1188.7,1575.5,1923.7,2235.7,2513.6,2758.8,2973.8,3160.4,3321.3,3459.1,3576.2,3675.2,3758.4,3828.0,3885.8,3933.2,3969.8,3988.0
1000.0,10.0,150.0,3.333e-05,4.0,800.0,10.0,0.175,-2.2914e-14,867.03,1387.7,1840.2,2235.7,2577.9,2870.0,3116.2,3321.3,3490.2,3627.9,3738.9,3828.1,3899.1,3955.5,4000.0,4034.8,4061.1,4076.7,4068.8
1000.0,10.0,150.0,3.333e-05,4.0,1000.0,10.0,0.21,-2.2914e-14,976.46,1575.5,2084.1,2513.6,2870.0,3160.4,3392.9,3576.2,3718.6,3828.1,3911.4,3974.6,4022.3,4058.3,4085.5,4105.5,4118.8,4121.5,4095.6
1000.0,10.0,150.0,3.333e-05,5.0,200.0,10.0,0.07,-4.4066e-15,459.39,748.63,966.16,1173.2,1367.4,1550.6,1725.0,1890.0,2046.0,2193.3,2332.0,2462.4,2584.7,2699.2,2806.2,2905.8,2998.6,3081.9,3150.9
1000.0,10.0,150.0,3.333e-05,5.0,400.0,10.0,0.105,0.0,619.1,966.16,1271.9,1550.6,1808.6,2046.0,2263.7,2462.4,2642.9,2806.3,2953.2,3085.0,3202.6,3307.2,3399.8,3481.4,3553.0,3614.5,3663.1
1000.0,10.0,150.0,3.333e-05,5.0,600.0,10.0,0.14,-6.1692e-15,748.63,1173.2,1550.6,1890.0,2193.3,2462.4,2699.3,2906.0,3085.0,3238.9,3370.2,3481.5,3575.4,3654.2,3720.0,3774.8,3819.7,3854.8,3874.7
1000.0,10.0,150.0,3.333e-05,5.0,800.0,10.0,0.175,-6.1692e-15,860.34,1367.4,1808.6,2193.3,2524.6,2806.3,3042.8,3238.9,3399.8,3530.5,3635.8,3720.1,3787.3,3840.7,3882.9,3916.1,3941.4,3957.7,3956.7
1000.0,10.0,150.0,3.333e-05,5.0,1000.0,10.0,0.215,-6.1692e-15,981.2,1576.1,2078.3,2498.2,2842.7,3120.0,3339.3,3510.0,3641.1,3740.9,3816.3,3873.0,3915.7,3947.8,3972.0,3989.9,4001.1,4000.8,3967.6
1000.0,10.0,250.0,3.333e-05,1.0,200.0,10.0,0.075,-1.2338e-14,493.55,877.1,1200.7,1494.6,1767.0,2023.7,2267.2,2499.3,2720.7,2932.2,3134.2,3327.1,3511.0,3686.3,3853.4,4011.6,4162.8,4299.2,4402.4
1000.0,10.0,250.0,3.333e-05,1.0,400.0,10.0,0.11,-1.4101e-14,683.14,1180.1,1605.8,1990.2,2345.8,2677.3,2987.0,3276.5,3546.8,3798.6,4032.6,4249.6,4450.2,4635.1,4805.0,4960.6,5102.1,5227.8,5317.5
1000.0,10.0,250.0,3.333e-05,1.0,600.0,10.0,0.14,-1.7626e-15,830.49,1418.5,1922.7,2376.9,2792.3,3173.5,3523.0,3842.4,4133.3,4397.1,4635.1,4849.0,5040.3,5210.5,5361.3,5494.2,5609.9,5706.4,5762.3
1000.0,10.0,250.0,3.333e-05,1.0,800.0,10.0,0.165,-9.6945e-15,945.07,1605.8,2171.3,2677.3,3134.2,3546.8,3917.8,4249.6,4544.5,4805.1,5033.8,5232.9,5405.7,5554.6,5682.2,5790.7,5881.8,5954.6,5995.0
1000.0,10.0,250.0,3.333e-05,1.0,1000.0,10.0,0.195,-1.4101e-14,1075.5,1819.5,2453.8,3014.1,3511.0,3949.5,4333.1,4666.6,4953.5,5198.5,5405.6,5579.2,5723.8,5843.1,5940.9,6020.2,6082.4,6123.2,6114.2
1000.0,10.0,250.0,3.333e-05,2.0,200.0,10.0,0.07,-1.4101e-14,524.55,896.29,1185.6,1441.7,1676.1,1895.3,2102.6,2299.4,2486.4,2664.3,2833.3,2993.6,3145.6,3289.4,3425.1,3552.9,3673.7,3781.4,3865.2
1000.0,10.0,250.0,3.333e-05,2.0,400.0,10.0,0.105,-2.027e-14,725.11,1185.6,1561.2,1895.3,2202.3,2486.4,2749.9,2993.6,3218.5,3425.2,3614.5,3787.1,3943.9,4085.7,4213.5,4328.0,4429.5,4516.8,4572.9
1000.0,10.0,250.0,3.333e-05,2.0,600.0,10.0,0.135,-1.6745e-14,873.3,1406.6,1849.4,2244.2,2601.8,2926.0,3218.5,3481.1,3715.1,3922.4,4104.8,4264.2,4402.6,4522.0,4624.3,4711.3,4784.3,4842.0,4870.4
1000.0,10.0,250.0,3.333e-05,2.0,800.0,10.0,0.165,-1.6745e-14,1005.5,1611.0,2117.0,2563.8,2960.0,3309.3,3614.5,3878.6,4104.8,4296.7,4457.9,4592.0,4702.6,4793.2,4866.8,4926.0,4972.2,5003.1,5000.1
1000.0,10.0,250.0,3.333e-05,2.0,1000.0,10.0,0.195,-1.6745e-14,1127.2,1802.9,2367.3,2856.7,3279.4,3640.2,3943.9,4196.1,4402.6,4569.5,4702.7,4807.9,4890.1,4953.9,5003.2,5040.5,5066.9,5078.3,5049.5
1000.0,10.0,250.0,3.333e-05,3.0,200.0,10.0,0.065,-8.8132e-16,519.87,871.93,1131.1,1357.9,1565.8,1759.9,1944.0,2119.1,2285.7,2444.5,2595.4,2738.8,2874.9,3003.7,3125.5,3240.6,3349.0,3449.8,3541.6
1000.0,10.0,250.0,3.333e-05,3.0,400.0,10.0,0.1,5.2879e-15,725.51,1149.4,1487.7,1788.8,2066.1,2323.1,2561.3,2781.5,2984.4,3170.7,3341.1,3496.2,3637.0,3764.3,3878.8,3981.6,4073.0,4153.1,4217.3
1000.0,10.0,250.0,3.333e-05,3.0,600.0,10.0,0.135,-2.644e-15,894.21,1391.0,1803.2,2171.2,2503.5,2802.5,3070.3,3308.2,3518.2,3702.3,3862.5,4000.9,4119.8,4221.1,4307.2,4379.6,4439.3,4484.2,4493.8
1000.0,10.0,250.0,3.333e-05,3.0,800.0,10.0,0.165,-1.7626e-15,1018.3,1581.2,2052.8,2468.2,2833.8,3152.8,3428.2,3663.5,3862.5,4028.9,4166.8,4280.2,4372.6,4447.5,4507.6,4555.6,4592.5,4615.5,4603.9
1000.0,10.0,250.0,3.333e-05,3.0,1000.0,10.0,0.195,0.0,1131.1,1759.9,2285.7,2738.8,3125.7,3451.2,3721.2,3941.9,4119.8,4261.2,4372.6,4459.4,4526.7,4578.6,4618.4,4648.5,4669.4,4677.5,4650.8
1000.0,10.0,250.0,3.333e-05,4.0,200.0,10.0,0.065,-1.4982e-14,535.27,881.2,1126.6,1342.3,1541.1,1726.8,1903.3,2071.0,2230.5,2382.2,2526.1,2662.6,2791.9,2914.0,3029.0,3137.4,3239.3,3333.2,3417.2
1000.0,10.0,250.0,3.333e-05,4.0,400.0,10.0,0.1,-1.8508e-14,739.41,1143.8,1466.4,1754.5,2020.3,2266.2,2493.6,2703.1,2895.6,3071.6,3231.9,3377.3,3508.8,3627.1,3733.1,3827.8,3911.8,3984.7,4041.6
1000.0,10.0,250.0,3.333e-05,4.0,600.0,10.0,0.135,-1.2338e-14,902.51,1373.9,1768.3,2120.9,2438.5,2723.2,2976.8,3201.0,3397.9,3569.5,3718.0,3845.6,3954.8,4047.4,4125.9,4191.6,4245.6,4285.9,4293.4
1000.0,10.0,250.0,3.333e-05,4.0,800.0,10.0,0.165,-1.4101e-14,1020.2,1555.8,2007.5,2404.8,2752.9,3054.7,3313.7,3533.5,3718.0,3871.4,3997.9,4101.2,4185.3,4253.2,4307.8,4351.2,4384.7,4406.0,4399.1
1000.0,10.0,250.0,3.333e-05,4.0,1000.0,10.0,0.195,-1.4101e-14,1126.6,1726.8,2230.5,2662.6,3029.1,3335.2,3587.1,3791.3,3954.8,4083.9,4185.3,4264.1,4325.0,4372.0,4408.2,4435.8,4455.3,4464.3,4447.6
1000.0,10.0,250.0,3.333e-05,5.0,200.0,10.0,0.065,-1.7626e-15,545.23,885.92,1121.3,1329.7,1523.1,1703.7,1875.4,2038.6,2193.7,2341.0,2480.6,2612.8,2737.7,2855.6,2966.6,3070.8,3168.7,3258.5,3338.3
1000.0,10.0,250.0,3.333e-05,5.0,400.0,10.0,0.1,1.7626e-15,747.77,1137.9,1450.5,1730.6,1989.3,2228.4,2449.1,2652.0,2837.9,3007.5,3161.6,3301.0,3426.7,3539.6,3640.5,3730.4,3810.0,3878.9,3932.9
1000.0,10.0,250.0,3.333e-05,5.0,600.0,10.0,0.135,-8.8132e-16,906.5,1360.5,1744.0,2087.2,2395.6,2671.3,2916.2,3132.0,3320.7,3484.7,3626.1,3747.4,3850.6,3938.3,4012.2,4074.2,4125.1,4163.6,4175.7
1000.0,10.0,250.0,3.333e-05,5.0,800.0,10.0,0.165,1.7626e-15,1019.4,1537.3,1976.8,2363.0,2700.0,2991.2,3240.1,3450.3,3626.1,3771.8,3891.4,3989.0,4068.2,4132.1,4183.6,4224.7,4256.6,4277.8,4277.7
1000.0,10.0,250.0,3.333e-05,5.0,1000.0,10.0,0.2,-3.5253e-15,1137.9,1730.6,2228.4,2652.0,3007.5,3301.0,3539.6,3730.6,3881.5,3999.5,4091.1,4161.6,4216.0,4257.6,4289.6,4313.6,4330.1,4334.5,4305.6
1000.0,10.0,350.0,3.333e-05,1.0,200.0,10.0,0.07,-5.2879e-15,509.63,914.45,1254.2,1558.1,1837.1,2097.6,2343.6,2577.4,2800.4,3013.6,3217.6,3413.0,3600.0,3779.1,3950.5,4114.3,4270.9,4418.9,4555.7
1000.0,10.0,350.0,3.333e-05,1.0,400.0,10.0,0.105,-5.2879e-15,722.65,1254.2,1700.3,2097.6,2461.9,2800.4,3116.8,3413.2,3690.9,3951.0,4194.1,4421.1,4632.6,4829.0,5011.3,5179.8,5334.9,5475.7,5592.7
1000.0,10.0,350.0,3.333e-05,1.0,600.0,10.0,0.135,1.0576e-14,888.16,1516.4,2043.1,2511.8,2938.6,3330.5,3690.9,4022.2,4325.8,4603.3,4856.0,5085.2,5292.4,5478.9,5646.0,5795.2,5927.1,6040.0,6114.1
1000.0,10.0,350.0,3.333e-05,1.0,800.0,10.0,0.16,-5.2879e-15,1016.4,1720.1,2309.3,2831.5,3302.5,3729.1,4114.9,4462.6,4774.4,5052.7,5299.7,5517.6,5709.0,5876.0,6021.1,6146.5,6253.5,6340.7,6391.7
1000.0,10.0,350.0,3.333e-05,1.0,1000.0,10.0,0.185,-1.2338e-14,1137.9,1913.2,2561.1,3131.3,3639.4,4092.0,4493.3,4847.0,5156.6,5425.7,5657.7,5856.4,6025.5,6168.4,6288.5,6388.5,6470.4,6532.1,6554.4
1000.0,10.0,350.0,3.333e-05,2.0,200.0,10.0,0.065,-5.2879e-15,551.12,959.09,1276.1,1546.5,1788.3,2010.8,2219.4,2416.6,2604.0,2782.6,2952.7,3114.9,3269.4,3416.5,3556.3,3689.2,3815.2,3932.9,4040.2
1000.0,10.0,350.0,3.333e-05,2.0,400.0,10.0,0.1,-8.8132e-15,785.26,1298.3,1697.9,2043.7,2357.0,2646.0,2914.2,3163.2,3394.3,3608.3,3805.8,3987.6,4154.2,4306.5,4445.1,4570.8,4683.9,4783.3,4857.6
1000.0,10.0,350.0,3.333e-05,2.0,600.0,10.0,0.13,-3.5253e-15,959.09,1546.5,2010.8,2416.6,2782.6,3114.9,3416.5,3689.3,3934.7,4154.2,4349.5,4522.2,4673.9,4806.5,4921.6,5020.9,5105.2,5173.1,5205.8
1000.0,10.0,350.0,3.333e-05,2.0,800.0,10.0,0.155,-5.2879e-15,1088.9,1734.4,2250.4,2701.3,3102.7,3460.3,3777.2,4056.0,4299.2,4509.7,4690.1,4843.7,4973.3,5081.8,5172.2,5246.7,5307.0,5352.6,5372.5
1000.0,10.0,350.0,3.333e-05,2.0,1000.0,10.0,0.185,-7.0506e-15,1231.2,1944.0,2518.7,3016.0,3449.4,3824.7,4146.3,4418.5,4646.2,4834.5,4988.4,5112.9,5212.6,5291.9,5354.3,5402.9,5438.9,5458.9,5438.0
1000.0,10.0,350.0,3.333e-05,3.0,200.0,10.0,0.065,-1.5864e-14,588.09,997.7,1298.8,1550.0,1773.5,1979.1,2172.2,2355.0,2528.5,2693.5,2850.4,2999.6,3141.2,3275.5,3402.6,3522.7,3636.4,3737.5,3818.0
1000.0,10.0,350.0,3.333e-05,3.0,400.0,10.0,0.095,-1.9389e-14,795.08,1277.9,1638.5,1948.4,2229.5,2489.2,2730.4,2954.5,3162.3,3354.6,3531.8,3694.8,3844.0,3980.2,4104.0,4216.2,4317.3,4407.1,4482.2
1000.0,10.0,350.0,3.333e-05,3.0,600.0,10.0,0.125,-8.8132e-15,970.93,1513.5,1932.9,2299.8,2631.0,2931.7,3204.1,3449.7,3670.0,3866.4,4040.3,4193.6,4327.9,4444.7,4546.0,4633.2,4707.4,4768.7,4810.0
1000.0,10.0,350.0,3.333e-05,3.0,800.0,10.0,0.155,-1.7626e-14,1122.5,1723.7,2201.0,2618.3,2988.4,3315.4,3602.1,3851.5,4066.2,4249.5,4404.5,4534.6,4643.1,4732.7,4806.4,4866.4,4914.2,4948.2,4953.9
1000.0,10.0,350.0,3.333e-05,3.0,1000.0,10.0,0.185,-1.7626e-14,1256.7,1917.4,2449.5,2908.7,3305.5,3644.8,3931.5,4170.4,4367.1,4526.9,4655.6,4758.1,4839.2,4902.8,4952.6,4990.9,5018.6,5031.7,5004.5
1000.0,10.0,350.0,3.333e-05,4.0,200.0,10.0,0.06,0.0,571.99,964.28,1243.7,1471.8,1674.4,1860.8,2035.8,2201.9,2360.0,2510.8,2654.6,2791.7,2922.2,3046.4,3164.4,3276.4,3382.4,3482.2,3574.9
1000.0,10.0,350.0,3.333e-05,4.0,400.0,10.0,0.095,-7.0506e-15,818.38,1284.0,1625.5,1920.2,2188.4,2436.3,2666.3,2879.4,3076.5,3258.2,3425.1,3577.9,3717.2,3843.9,3958.6,4062.1,4154.9,4236.6,4302.8
1000.0,10.0,350.0,3.333e-05,4.0,600.0,10.0,0.125,-7.0506e-15,990.95,1507.0,1905.5,2255.5,2571.6,2857.7,3116.0,3347.8,3554.7,3738.0,3899.7,4041.3,4164.7,4271.6,4363.8,4442.8,4509.9,4564.5,4599.6
1000.0,10.0,350.0,3.333e-05,4.0,800.0,10.0,0.155,-1.0576e-14,1136.7,1706.4,2161.2,2559.5,2911.6,3221.2,3491.1,3724.2,3923.6,4092.7,4234.9,4353.5,4451.8,4532.8,4599.1,4653.0,4695.9,4726.2,4731.1
1000.0,10.0,350.0,3.333e-05,4.0,1000.0,10.0,0.185,-1.7626e-15,1264.0,1890.6,2398.4,2835.9,3211.8,3531.1,3798.6,4019.9,4200.7,4346.5,4463.2,4555.7,4628.7,4685.8,4730.6,4765.1,4790.2,4802.7,4782.9
1000.0,10.0,350.0,3.333e-05,5.0,200.0,10.0,0.06,-1.4101e-14,586.91,976.76,1246.1,1465.1,1660.9,1841.2,2011.0,2172.2,2325.8,2472.1,2611.5,2744.3,2870.6,2990.6,3104.4,3212.3,3314.3,3409.8,3498.4
1000.0,10.0,350.0,3.333e-05,5.0,400.0,10.0,0.095,-2.644e-14,833.36,1284.7,1613.6,1898.8,2159.1,2399.8,2622.8,2829.2,3019.6,3194.7,3355.2,3501.7,3635.1,3755.9,3865.1,3963.4,4051.2,4128.4,4190.4
1000.0,10.0,350.0,3.333e-05,5.0,600.0,10.0,0.125,-1.4101e-14,1002.8,1499.1,1884.5,2224.2,2531.0,2808.2,3057.7,3281.0,3479.5,3655.0,3809.0,3943.6,4060.5,4161.6,4248.5,4322.9,4385.8,4437.2,4470.8
1000.0,10.0,350.0,3.333e-05,5.0,800.0,10.0,0.155,-2.8202e-14,1143.6,1691.8,2132.7,2519.3,2860.3,3159.1,3418.5,3641.8,3831.8,3992.4,4127.0,4238.8,4331.2,4407.3,4469.5,4520.2,4560.4,4589.5,4597.8
