tau_sat,b,tau_0,gamma_0,n,cd,beta,phi,y_1,y_2,y_3,y_4,y_5,y_6,y_7,y_8,y_9,y_10
1.0,10.0,450.0,3.333e-05,2.0,1000.0,20.0,1,5.9666,5.9531,5.9378,5.9222,5.9068,5.8916,5.8763,5.861,5.8464,5.8345
1.0,10.0,450.0,3.333e-05,2.0,1000.0,20.0,2,2.053,2.052,2.0506,2.049,2.0475,2.0459,2.0442,2.0424,2.0407,2.0396
1.0,10.0,450.0,3.333e-05,2.0,1000.0,20.0,3,2.1278,2.1232,2.1178,2.1124,2.1073,2.1022,2.0972,2.0922,2.0876,2.0843
1.0,10.0,450.0,3.333e-05,3.0,200.0,20.0,1,5.9658,5.9633,5.9583,5.9525,5.9468,5.9413,5.9357,5.9299,5.9243,5.92
1.0,10.0,450.0,3.333e-05,3.0,200.0,20.0,2,2.053,2.0528,2.0526,2.0522,2.0518,2.0513,2.0508,2.0503,2.0499,2.0495
1.0,10.0,450.0,3.333e-05,3.0,200.0,20.0,3,2.1276,2.1265,2.1244,2.1219,2.1195,2.1171,2.1147,2.1122,2.1099,2.1081
1.0,10.0,450.0,3.333e-05,3.0,400.0,20.0,1,5.9662,5.9587,5.9483,5.9372,5.9265,5.916,5.9053,5.8943,5.8839,5.8762
1.0,10.0,450.0,3.333e-05,3.0,400.0,20.0,2,2.0529,2.0526,2.0518,2.0509,2.05,2.049,2.048,2.0469,2.0459,2.0453
1.0,10.0,450.0,3.333e-05,3.0,400.0,20.0,3,2.1278,2.1246,2.1202,2.1154,2.1109,2.1064,2.102,2.0975,2.0934,2.0906
1.0,10.0,450.0,3.333e-05,3.0,600.0,20.0,1,5.9667,5.9538,5.9382,5.9221,5.9063,5.8908,5.8751,5.8594,5.8445,5.8333
1.0,10.0,450.0,3.333e-05,3.0,600.0,20.0,2,2.0529,2.0522,2.051,2.0495,2.0481,2.0466,2.0449,2.0432,2.0416,2.0407
1.0,10.0,450.0,3.333e-05,3.0,600.0,20.0,3,2.1279,2.1225,2.1157,2.1089,2.1023,2.096,2.0898,2.0837,2.0782,2.0744
1.0,10.0,450.0,3.333e-05,3.0,800.0,20.0,1,5.967,5.9487,5.9274,5.9059,5.885,5.8644,5.844,5.8239,5.8056,5.7927
1.0,10.0,450.0,3.333e-05,3.0,800.0,20.0,2,2.053,2.0519,2.0501,2.0481,2.046,2.0439,2.0416,2.0392,2.0371,2.0361
1.0,10.0,450.0,3.333e-05,3.0,800.0,20.0,3,2.1281,2.1203,2.1112,2.1022,2.0937,2.0857,2.078,2.0706,2.0643,2.0605
1.0,10.0,450.0,3.333e-05,3.0,1000.0,20.0,1,5.9672,5.9433,5.9166,5.8898,5.8638,5.8387,5.8143,5.791,5.7703,5.7555
1.0,10.0,450.0,3.333e-05,3.0,1000.0,20.0,2,2.053,2.0515,2.0491,2.0465,2.0438,2.041,2.038,2.0351,2.0324,2.0312
1.0,10.0,450.0,3.333e-05,3.0,1000.0,20.0,3,2.1282,2.1179,2.1066,2.0957,2.0855,2.076,2.0672,2.0592,2.0524,2.0484
1.0,10.0,450.0,3.333e-05,4.0,200.0,20.0,1,5.9659,5.9626,5.9563,5.9491,5.942,5.9352,5.9283,5.9212,5.9143,5.9092
1.0,10.0,450.0,3.333e-05,4.0,200.0,20.0,2,2.053,2.0528,2.0526,2.0523,2.0519,2.0514,2.0508,2.0503,2.0499,2.0494
1.0,10.0,450.0,3.333e-05,4.0,200.0,20.0,3,2.1276,2.126,2.1231,2.1198,2.1164,2.1132,2.1099,2.1066,2.1034,2.101
1.0,10.0,450.0,3.333e-05,4.0,400.0,20.0,1,5.9665,5.9568,5.9438,5.9302,5.917,5.9039,5.8908,5.8774,5.8645,5.8546
1.0,10.0,450.0,3.333e-05,4.0,400.0,20.0,2,2.0529,2.0526,2.0519,2.051,2.05,2.049,2.0479,2.0467,2.0456,2.0449
1.0,10.0,450.0,3.333e-05,4.0,400.0,20.0,3,2.1279,2.1234,2.1173,2.1109,2.1047,2.0987,2.0928,2.0869,2.0815,2.0775
1.0,10.0,450.0,3.333e-05,4.0,600.0,20.0,1,5.9671,5.9504,5.9306,5.9104,5.8906,5.8712,5.852,5.8332,5.816,5.8033
1.0,10.0,450.0,3.333e-05,4.0,600.0,20.0,2,2.0529,2.0523,2.051,2.0494,2.0479,2.0462,2.0443,2.0424,2.0406,2.0397
1.0,10.0,450.0,3.333e-05,4.0,600.0,20.0,3,2.1282,2.1204,2.1111,2.1017,2.0927,2.0843,2.0763,2.0687,2.0621,2.0578
1.0,10.0,450.0,3.333e-05,4.0,800.0,20.0,1,5.9674,5.9434,5.9165,5.8893,5.863,5.8379,5.814,5.7915,5.772,5.7582
1.0,10.0,450.0,3.333e-05,4.0,800.0,20.0,2,2.0529,2.0518,2.0499,2.0477,2.0454,2.0429,2.0404,2.0377,2.0355,2.0346
1.0,10.0,450.0,3.333e-05,4.0,800.0,20.0,3,2.1283,2.1171,2.1045,2.0921,2.0807,2.0705,2.0612,2.053,2.0462,2.0424
1.0,10.0,450.0,3.333e-05,4.0,1000.0,20.0,1,5.9675,5.9359,5.901,5.8665,5.8341,5.8043,5.7771,5.7528,5.7328,5.7203
1.0,10.0,450.0,3.333e-05,4.0,1000.0,20.0,2,2.0529,2.0513,2.0487,2.0456,2.0425,2.0393,2.0361,2.033,2.0307,2.0303
1.0,10.0,450.0,3.333e-05,4.0,1000.0,20.0,3,2.1284,2.1135,2.0973,2.0822,2.0689,2.0576,2.048,2.0399,2.0338,2.0314
1.0,10.0,450.0,3.333e-05,5.0,200.0,20.0,1,5.9659,5.9621,5.9549,5.9469,5.939,5.9315,5.924,5.9161,5.9084,5.9026
1.0,10.0,450.0,3.333e-05,5.0,200.0,20.0,2,2.053,2.0529,2.0527,2.0525,2.0521,2.0516,2.0511,2.0506,2.0502,2.0497
1.0,10.0,450.0,3.333e-05,5.0,200.0,20.0,3,2.1277,2.1258,2.1223,2.1184,2.1145,2.1107,2.1069,2.103,2.0993,2.0964
1.0,10.0,450.0,3.333e-05,5.0,400.0,20.0,1,5.9667,5.9552,5.9403,5.9249,5.9099,5.8951,5.8802,5.865,5.851,5.8417
1.0,10.0,450.0,3.333e-05,5.0,400.0,20.0,2,2.0529,2.0528,2.0521,2.0512,2.0503,2.0493,2.0482,2.047,2.046,2.0457
1.0,10.0,450.0,3.333e-05,5.0,400.0,20.0,3,2.128,2.1225,2.1151,2.1074,2.0999,2.0928,2.0858,2.0788,2.0727,2.0691
1.0,10.0,450.0,3.333e-05,5.0,600.0,20.0,1,5.9673,5.9477,5.9249,5.9017,5.8791,5.8573,5.8361,5.816,5.7986,5.7875
1.0,10.0,450.0,3.333e-05,5.0,600.0,20.0,2,2.0529,2.0524,2.0512,2.0497,2.0481,2.0465,2.0446,2.0426,2.0409,2.0407
1.0,10.0,450.0,3.333e-05,5.0,600.0,20.0,3,2.1283,2.1187,2.1074,2.096,2.0853,2.0754,2.0664,2.0582,2.0516,2.0483
1.0,10.0,450.0,3.333e-05,5.0,800.0,20.0,1,5.9674,5.9396,5.9084,5.8772,5.8478,5.8206,5.7957,5.7733,5.7544,5.7419
1.0,10.0,450.0,3.333e-05,5.0,800.0,20.0,2,2.0529,2.052,2.0501,2.0479,2.0455,2.0431,2.0405,2.038,2.036,2.0356
1.0,10.0,450.0,3.333e-05,5.0,800.0,20.0,3,2.1284,2.1147,2.0992,2.0844,2.0713,2.0601,2.0505,2.0425,2.0363,2.0333
1.0,10.0,450.0,3.333e-05,5.0,1000.0,20.0,1,5.9674,5.9308,5.8903,5.8514,5.8164,5.7858,5.7589,5.7355,5.7165,5.7052
1.0,10.0,450.0,3.333e-05,5.0,1000.0,20.0,2,2.0529,2.0515,2.0489,2.0458,2.0426,2.0395,2.0364,2.0337,2.0318,2.0318
1.0,10.0,450.0,3.333e-05,5.0,1000.0,20.0,3,2.1285,2.1102,2.0906,2.0729,2.0583,2.0469,2.0377,2.0302,2.0247,2.0232
500.0,10.0,50.0,3.333e-05,1.0,200.0,20.0,1,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657
500.0,10.0,50.0,3.333e-05,1.0,200.0,20.0,2,2.053,2.053,2.053,2.053,2.053,2.053,2.053,2.053,2.053,2.053
500.0,10.0,50.0,3.333e-05,1.0,200.0,20.0,3,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276
500.0,10.0,50.0,3.333e-05,1.0,400.0,20.0,1,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657
500.0,10.0,50.0,3.333e-05,1.0,400.0,20.0,2,2.053,2.053,2.053,2.053,2.053,2.053,2.053,2.053,2.053,2.053
500.0,10.0,50.0,3.333e-05,1.0,400.0,20.0,3,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276
500.0,10.0,50.0,3.333e-05,2.0,200.0,20.0,1,5.9657,5.9628,5.9596,5.9563,5.9528,5.9493,5.9457,5.942,5.9384,5.9348
500.0,10.0,50.0,3.333e-05,2.0,200.0,20.0,2,2.053,2.0528,2.0526,2.0523,2.052,2.0517,2.0514,2.0511,2.0507,2.0504
500.0,10.0,50.0,3.333e-05,2.0,200.0,20.0,3,2.1276,2.1266,2.1255,2.1243,2.1231,2.1219,2.1207,2.1194,2.1181,2.1169
500.0,10.0,50.0,3.333e-05,2.0,400.0,20.0,1,5.9657,5.9607,5.9551,5.9493,5.9433,5.9371,5.9309,5.9245,5.9183,5.9126
500.0,10.0,50.0,3.333e-05,2.0,400.0,20.0,2,2.053,2.0526,2.0522,2.0517,2.0512,2.0506,2.05,2.0494,2.0488,2.0483
500.0,10.0,50.0,3.333e-05,2.0,400.0,20.0,3,2.1276,2.1259,2.1239,2.1219,2.1198,2.1177,2.1156,2.1134,2.1113,2.1094
500.0,10.0,50.0,3.333e-05,2.0,600.0,20.0,1,5.9657,5.9587,5.9508,5.9425,5.9341,5.9255,5.9168,5.9081,5.8995,5.8914
500.0,10.0,50.0,3.333e-05,2.0,600.0,20.0,2,2.053,2.0525,2.0518,2.0511,2.0503,2.0495,2.0486,2.0477,2.0468,2.046
500.0,10.0,50.0,3.333e-05,2.0,600.0,20.0,3,2.1276,2.1252,2.1224,2.1196,2.1167,2.1137,2.1108,2.1078,2.105,2.1024
500.0,10.0,50.0,3.333e-05,2.0,800.0,20.0,1,5.9657,5.9565,5.9461,5.9351,5.9241,5.9129,5.9017,5.8904,5.8794,5.8698
500.0,10.0,50.0,3.333e-05,2.0,800.0,20.0,2,2.0529,2.0522,2.0513,2.0503,2.0493,2.0482,2.047,2.0458,2.0446,2.0436
500.0,10.0,50.0,3.333e-05,2.0,800.0,20.0,3,2.1276,2.1244,2.1208,2.117,2.1133,2.1095,2.1057,2.1019,2.0984,2.0954
500.0,10.0,50.0,3.333e-05,2.0,1000.0,20.0,1,5.9657,5.9544,5.9415,5.9281,5.9146,5.9011,5.8876,5.874,5.8609,5.8491
500.0,10.0,50.0,3.333e-05,2.0,1000.0,20.0,2,2.0529,2.0521,2.0509,2.0497,2.0483,2.0469,2.0455,2.0439,2.0425,2.0412
500.0,10.0,50.0,3.333e-05,2.0,1000.0,20.0,3,2.1276,2.1237,2.1192,2.1146,2.1101,2.1055,2.101,2.0966,2.0923,2.0888
500.0,10.0,50.0,3.333e-05,3.0,200.0,20.0,1,5.9658,5.9609,5.9555,5.9499,5.9441,5.9382,5.9323,5.9262,5.9201,5.9141
500.0,10.0,50.0,3.333e-05,3.0,200.0,20.0,2,2.053,2.0527,2.0524,2.052,2.0516,2.0511,2.0506,2.0501,2.0496,2.0491
500.0,10.0,50.0,3.333e-05,3.0,200.0,20.0,3,2.1276,2.1255,2.1231,2.1207,2.1183,2.1158,2.1133,2.1107,2.1081,2.1057
500.0,10.0,50.0,3.333e-05,3.0,400.0,20.0,1,5.9658,5.9573,5.9479,5.9382,5.9282,5.918,5.9077,5.8973,5.887,5.8774
500.0,10.0,50.0,3.333e-05,3.0,400.0,20.0,2,2.053,2.0525,2.0518,2.0511,2.0503,2.0494,2.0485,2.0474,2.0464,2.0455
500.0,10.0,50.0,3.333e-05,3.0,400.0,20.0,3,2.1276,2.1239,2.1199,2.1158,2.1115,2.1073,2.103,2.0988,2.0947,2.0909
500.0,10.0,50.0,3.333e-05,3.0,600.0,20.0,1,5.9658,5.9537,5.9402,5.9261,5.9118,5.8974,5.8829,5.8684,5.8544,5.8418
500.0,10.0,50.0,3.333e-05,3.0,600.0,20.0,2,2.053,2.0523,2.0513,2.0501,2.0489,2.0475,2.046,2.0445,2.043,2.0417
500.0,10.0,50.0,3.333e-05,3.0,600.0,20.0,3,2.1276,2.1224,2.1166,2.1107,2.1047,2.0988,2.093,2.0873,2.082,2.0774
500.0,10.0,50.0,3.333e-05,3.0,800.0,20.0,1,5.9656,5.9496,5.9315,5.9128,5.894,5.8753,5.8566,5.8382,5.8211,5.8072
500.0,10.0,50.0,3.333e-05,3.0,800.0,20.0,2,2.0529,2.0519,2.0505,2.0489,2.0471,2.0452,2.0431,2.041,2.039,2.0377
500.0,10.0,50.0,3.333e-05,3.0,800.0,20.0,3,2.1275,2.1206,2.1129,2.1051,2.0975,2.09,2.0828,2.0759,2.0697,2.0652
500.0,10.0,50.0,3.333e-05,3.0,1000.0,20.0,1,5.9657,5.9458,5.9235,5.9004,5.8775,5.855,5.8329,5.8116,5.792,5.7758
500.0,10.0,50.0,3.333e-05,3.0,1000.0,20.0,2,2.0529,2.0517,2.0498,2.0477,2.0454,2.043,2.0404,2.0378,2.0354,2.0336
500.0,10.0,50.0,3.333e-05,3.0,1000.0,20.0,3,2.1276,2.1191,2.1096,2.1001,2.091,2.0823,2.074,2.0664,2.0596,2.0546
500.0,10.0,50.0,3.333e-05,4.0,200.0,20.0,1,5.9658,5.9596,5.9528,5.9458,5.9387,5.9314,5.924,5.9164,5.9089,5.9015
500.0,10.0,50.0,3.333e-05,4.0,200.0,20.0,2,2.053,2.0527,2.0524,2.052,2.0516,2.0512,2.0507,2.0502,2.0496,2.0491
500.0,10.0,50.0,3.333e-05,4.0,200.0,20.0,3,2.1276,2.1246,2.1214,2.1181,2.1148,2.1114,2.1079,2.1045,2.101,2.0977
500.0,10.0,50.0,3.333e-05,4.0,400.0,20.0,1,5.9657,5.9548,5.9427,5.9302,5.9175,5.9045,5.8914,5.8782,5.8655,5.8545
500.0,10.0,50.0,3.333e-05,4.0,400.0,20.0,2,2.053,2.0525,2.0519,2.0511,2.0503,2.0493,2.0483,2.0471,2.046,2.0452
500.0,10.0,50.0,3.333e-05,4.0,400.0,20.0,3,2.1276,2.1224,2.1167,2.1109,2.105,2.0991,2.0932,2.0874,2.082,2.0776
500.0,10.0,50.0,3.333e-05,4.0,600.0,20.0,1,5.9658,5.9503,5.9331,5.9153,5.8973,5.8792,5.8612,5.8436,5.827,5.8127
500.0,10.0,50.0,3.333e-05,4.0,600.0,20.0,2,2.0529,2.0522,2.0512,2.05,2.0486,2.0471,2.0455,2.0437,2.042,2.0407
500.0,10.0,50.0,3.333e-05,4.0,600.0,20.0,3,2.1276,2.1202,2.1122,2.1039,2.0958,2.0878,2.0802,2.0729,2.0664,2.061
500.0,10.0,50.0,3.333e-05,4.0,800.0,20.0,1,5.9658,5.9453,5.9225,5.899,5.8755,5.8525,5.8303,5.8092,5.7901,5.7743
500.0,10.0,50.0,3.333e-05,4.0,800.0,20.0,2,2.0529,2.052,2.0505,2.0488,2.0468,2.0447,2.0424,2.04,2.0379,2.0363
500.0,10.0,50.0,3.333e-05,4.0,800.0,20.0,3,2.1276,2.1179,2.1073,2.0966,2.0863,2.0766,2.0676,2.0595,2.0526,2.0473
500.0,10.0,50.0,3.333e-05,4.0,1000.0,20.0,1,5.9657,5.9398,5.911,5.8815,5.8527,5.8254,5.7999,5.7766,5.7563,5.7402
500.0,10.0,50.0,3.333e-05,4.0,1000.0,20.0,2,2.0529,2.0517,2.0497,2.0473,2.0447,2.0419,2.039,2.0362,2.0338,2.0322
500.0,10.0,50.0,3.333e-05,4.0,1000.0,20.0,3,2.1276,2.1154,2.102,2.0889,2.0767,2.0658,2.0561,2.0479,2.0412,2.0365
500.0,10.0,50.0,3.333e-05,5.0,200.0,20.0,1,5.9657,5.9584,5.9505,5.9423,5.934,5.9255,5.9168,5.9079,5.8994,5.8922
500.0,10.0,50.0,3.333e-05,5.0,200.0,20.0,2,2.053,2.0528,2.0525,2.0522,2.0518,2.0514,2.0509,2.0503,2.0499,2.0496
500.0,10.0,50.0,3.333e-05,5.0,200.0,20.0,3,2.1276,2.124,2.12,2.1159,2.1118,2.1076,2.1034,2.0991,2.095,2.0917
500.0,10.0,50.0,3.333e-05,5.0,400.0,20.0,1,5.9658,5.9535,5.9401,5.9262,5.9121,5.8977,5.8832,5.8687,5.8548,5.8423
500.0,10.0,50.0,3.333e-05,5.0,400.0,20.0,2,2.053,2.0526,2.0521,2.0514,2.0506,2.0497,2.0487,2.0477,2.0466,2.0456
500.0,10.0,50.0,3.333e-05,5.0,400.0,20.0,3,2.1276,2.1214,2.1148,2.1079,2.101,2.0941,2.0873,2.0807,2.0745,2.0692
500.0,10.0,50.0,3.333e-05,5.0,600.0,20.0,1,5.9657,5.9477,5.9278,5.9072,5.8864,5.8658,5.8456,5.8264,5.8093,5.7963
500.0,10.0,50.0,3.333e-05,5.0,600.0,20.0,2,2.0529,2.0524,2.0514,2.0502,2.0489,2.0474,2.0457,2.0439,2.0423,2.0415
500.0,10.0,50.0,3.333e-05,5.0,600.0,20.0,3,2.1276,2.1186,2.1087,2.0987,2.0889,2.0795,2.0706,2.0626,2.0558,2.0513
500.0,10.0,50.0,3.333e-05,5.0,800.0,20.0,1,5.9657,5.9421,5.916,5.8891,5.8625,5.8372,5.8136,5.7922,5.7733,5.7578
500.0,10.0,50.0,3.333e-05,5.0,800.0,20.0,2,2.053,2.0522,2.0508,2.0491,2.0472,2.045,2.0427,2.0404,2.0384,2.0371
500.0,10.0,50.0,3.333e-05,5.0,800.0,20.0,3,2.1276,2.1159,2.103,2.0901,2.078,2.0671,2.0575,2.0493,2.0426,2.0376
500.0,10.0,50.0,3.333e-05,5.0,1000.0,20.0,1,5.9655,5.9358,5.9023,5.8686,5.8369,5.8079,5.782,5.7592,5.7397,5.7242
500.0,10.0,50.0,3.333e-05,5.0,1000.0,20.0,2,2.0529,2.0518,2.0499,2.0476,2.0449,2.0421,2.0393,2.0367,2.0345,2.0333
500.0,10.0,50.0,3.333e-05,5.0,1000.0,20.0,3,2.1275,2.1127,2.0964,2.0808,2.0669,2.0553,2.0456,2.0378,2.0316,2.0274
500.0,10.0,150.0,3.333e-05,1.0,200.0,20.0,1,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657
500.0,10.0,150.0,3.333e-05,1.0,200.0,20.0,2,2.053,2.053,2.053,2.053,2.053,2.053,2.053,2.053,2.053,2.053
500.0,10.0,150.0,3.333e-05,1.0,200.0,20.0,3,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276
500.0,10.0,150.0,3.333e-05,1.0,400.0,20.0,1,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657
500.0,10.0,150.0,3.333e-05,1.0,400.0,20.0,2,2.053,2.053,2.053,2.053,2.053,2.053,2.053,2.053,2.053,2.053
500.0,10.0,150.0,3.333e-05,1.0,400.0,20.0,3,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276
500.0,10.0,150.0,3.333e-05,1.0,600.0,20.0,1,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657
500.0,10.0,150.0,3.333e-05,1.0,600.0,20.0,2,2.053,2.053,2.053,2.053,2.053,2.053,2.053,2.053,2.053,2.053
500.0,10.0,150.0,3.333e-05,1.0,600.0,20.0,3,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276
500.0,10.0,150.0,3.333e-05,1.0,800.0,20.0,1,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657
500.0,10.0,150.0,3.333e-05,1.0,800.0,20.0,2,2.053,2.053,2.053,2.053,2.053,2.053,2.053,2.053,2.053,2.053
500.0,10.0,150.0,3.333e-05,1.0,800.0,20.0,3,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276
500.0,10.0,150.0,3.333e-05,1.0,1000.0,20.0,1,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657
500.0,10.0,150.0,3.333e-05,1.0,1000.0,20.0,2,2.053,2.053,2.053,2.053,2.053,2.053,2.053,2.053,2.053,2.053
500.0,10.0,150.0,3.333e-05,1.0,1000.0,20.0,3,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276
500.0,10.0,150.0,3.333e-05,2.0,200.0,20.0,1,5.9658,5.9635,5.9607,5.9577,5.9547,5.9516,5.9484,5.9451,5.9418,5.939
500.0,10.0,150.0,3.333e-05,2.0,200.0,20.0,2,2.053,2.0529,2.0527,2.0524,2.0522,2.0519,2.0517,2.0514,2.0511,2.0508
500.0,10.0,150.0,3.333e-05,2.0,200.0,20.0,3,2.1276,2.1268,2.1258,2.1248,2.1237,2.1227,2.1216,2.1204,2.1193,2.1184
500.0,10.0,150.0,3.333e-05,2.0,400.0,20.0,1,5.9658,5.9619,5.9572,5.9523,5.9473,5.9421,5.9368,5.9314,5.9261,5.9209
500.0,10.0,150.0,3.333e-05,2.0,400.0,20.0,2,2.053,2.0527,2.0524,2.052,2.0516,2.0511,2.0506,2.0501,2.0496,2.0491
500.0,10.0,150.0,3.333e-05,2.0,400.0,20.0,3,2.1276,2.1262,2.1246,2.1229,2.1212,2.1194,2.1176,2.1157,2.1139,2.1122
500.0,10.0,150.0,3.333e-05,2.0,600.0,20.0,1,5.9658,5.96,5.9533,5.9462,5.9389,5.9315,5.9239,5.9163,5.9087,5.9019
500.0,10.0,150.0,3.333e-05,2.0,600.0,20.0,2,2.053,2.0526,2.0521,2.0515,2.0508,2.0501,2.0494,2.0486,2.0478,2.0472
500.0,10.0,150.0,3.333e-05,2.0,600.0,20.0,3,2.1276,2.1256,2.1233,2.1208,2.1183,2.1158,2.1132,2.1106,2.108,2.1059
500.0,10.0,150.0,3.333e-05,2.0,800.0,20.0,1,5.9659,5.9584,5.9497,5.9405,5.9311,5.9216,5.912,5.9024,5.8929,5.8842
500.0,10.0,150.0,3.333e-05,2.0,800.0,20.0,2,2.053,2.0525,2.0518,2.0509,2.0501,2.0491,2.0482,2.0471,2.0461,2.0453
500.0,10.0,150.0,3.333e-05,2.0,800.0,20.0,3,2.1276,2.125,2.122,2.1188,2.1156,2.1124,2.1091,2.1059,2.1027,2.0999
500.0,10.0,150.0,3.333e-05,2.0,1000.0,20.0,1,5.9659,5.9566,5.9459,5.9346,5.9232,5.9117,5.9001,5.8885,5.8771,5.8666
500.0,10.0,150.0,3.333e-05,2.0,1000.0,20.0,2,2.053,2.0523,2.0514,2.0504,2.0493,2.0481,2.0469,2.0457,2.0444,2.0433
500.0,10.0,150.0,3.333e-05,2.0,1000.0,20.0,3,2.1276,2.1244,2.1207,2.1168,2.1129,2.109,2.1051,2.1012,2.0975,2.0942
500.0,10.0,150.0,3.333e-05,3.0,200.0,20.0,1,5.9658,5.9619,5.9572,5.9521,5.947,5.9418,5.9364,5.9309,5.9256,5.9211
500.0,10.0,150.0,3.333e-05,3.0,200.0,20.0,2,2.053,2.0528,2.0525,2.0522,2.0518,2.0514,2.051,2.0506,2.0501,2.0498
500.0,10.0,150.0,3.333e-05,3.0,200.0,20.0,3,2.1276,2.126,2.1239,2.1217,2.1195,2.1173,2.1151,2.1127,2.1105,2.1087
500.0,10.0,150.0,3.333e-05,3.0,400.0,20.0,1,5.9659,5.959,5.9508,5.9423,5.9335,5.9247,5.9156,5.9063,5.8973,5.8896
500.0,10.0,150.0,3.333e-05,3.0,400.0,20.0,2,2.053,2.0526,2.0521,2.0515,2.0508,2.05,2.0492,2.0484,2.0475,2.0469
500.0,10.0,150.0,3.333e-05,3.0,400.0,20.0,3,2.1276,2.1246,2.1212,2.1175,2.1138,2.1101,2.1063,2.1025,2.0988,2.0958
500.0,10.0,150.0,3.333e-05,3.0,600.0,20.0,1,5.966,5.9561,5.9448,5.9329,5.9208,5.9085,5.8961,5.8836,5.8714,5.8601
500.0,10.0,150.0,3.333e-05,3.0,600.0,20.0,2,2.053,2.0524,2.0517,2.0507,2.0497,2.0486,2.0474,2.0461,2.0448,2.0437
500.0,10.0,150.0,3.333e-05,3.0,600.0,20.0,3,2.1277,2.1235,2.1186,2.1136,2.1085,2.1034,2.0984,2.0934,2.0886,2.0843
500.0,10.0,150.0,3.333e-05,3.0,800.0,20.0,1,5.966,5.953,5.9381,5.9225,5.9067,5.8908,5.8749,5.8591,5.8438,5.8303
500.0,10.0,150.0,3.333e-05,3.0,800.0,20.0,2,2.053,2.0523,2.0511,2.0498,2.0484,2.0469,2.0452,2.0435,2.0418,2.0404
500.0,10.0,150.0,3.333e-05,3.0,800.0,20.0,3,2.1277,2.1221,2.1158,2.1092,2.1027,2.0962,2.0899,2.0838,2.078,2.0732
500.0,10.0,150.0,3.333e-05,3.0,1000.0,20.0,1,5.966,5.9497,5.9312,5.9119,5.8925,5.8731,5.854,5.8352,5.8174,5.802
500.0,10.0,150.0,3.333e-05,3.0,1000.0,20.0,2,2.053,2.052,2.0506,2.0489,2.047,2.0451,2.0429,2.0408,2.0387,2.037
500.0,10.0,150.0,3.333e-05,3.0,1000.0,20.0,3,2.1277,2.1207,2.1129,2.1048,2.0969,2.0892,2.0819,2.0748,2.0684,2.0632
500.0,10.0,150.0,3.333e-05,4.0,200.0,20.0,1,5.9658,5.9609,5.9548,5.9485,5.9421,5.9357,5.929,5.9222,5.9155,5.91
500.0,10.0,150.0,3.333e-05,4.0,200.0,20.0,2,2.053,2.0528,2.0526,2.0522,2.0519,2.0515,2.0511,2.0506,2.0502,2.0499
500.0,10.0,150.0,3.333e-05,4.0,200.0,20.0,3,2.1276,2.1253,2.1225,2.1195,2.1165,2.1134,2.1103,2.1072,2.1041,2.1017
500.0,10.0,150.0,3.333e-05,4.0,400.0,20.0,1,5.9659,5.9571,5.9469,5.9362,5.9254,5.9144,5.9032,5.8918,5.8807,5.8708
500.0,10.0,150.0,3.333e-05,4.0,400.0,20.0,2,2.053,2.0527,2.0522,2.0515,2.0509,2.0501,2.0492,2.0483,2.0474,2.0467
500.0,10.0,150.0,3.333e-05,4.0,400.0,20.0,3,2.1277,2.1236,2.1188,2.1138,2.1087,2.1037,2.0986,2.0935,2.0886,2.0844
500.0,10.0,150.0,3.333e-05,4.0,600.0,20.0,1,5.966,5.9532,5.9387,5.9236,5.9082,5.8927,5.8771,5.8615,5.8467,5.8338
500.0,10.0,150.0,3.333e-05,4.0,600.0,20.0,2,2.053,2.0525,2.0517,2.0507,2.0496,2.0484,2.0471,2.0456,2.0442,2.0431
500.0,10.0,150.0,3.333e-05,4.0,600.0,20.0,3,2.1277,2.1217,2.1149,2.1078,2.1008,2.0938,2.087,2.0803,2.0742,2.0692
500.0,10.0,150.0,3.333e-05,4.0,800.0,20.0,1,5.966,5.949,5.9297,5.9096,5.8894,5.8693,5.8494,5.8301,5.8125,5.7987
500.0,10.0,150.0,3.333e-05,4.0,800.0,20.0,2,2.0529,2.0522,2.0511,2.0496,2.0481,2.0463,2.0444,2.0424,2.0405,2.0394
