tau_sat,b,tau_0,gamma_0,n,g0_phi_1,g0_Phi,g0_phi_2,g1_phi_1,g1_Phi,g1_phi_2,g2_phi_1,g2_Phi,g2_phi_2,g3_phi_1,g3_Phi,g3_phi_2,g4_phi_1,g4_Phi,g4_phi_2,g5_phi_1,g5_Phi,g5_phi_2,g6_phi_1,g6_Phi,g6_phi_2,g7_phi_1,g7_Phi,g7_phi_2,g8_phi_1,g8_Phi,g8_phi_2,g9_phi_1,g9_Phi,g9_phi_2,g10_phi_1,g10_Phi,g10_phi_2,g11_phi_1,g11_Phi,g11_phi_2,g12_phi_1,g12_Phi,g12_phi_2,g13_phi_1,g13_Phi,g13_phi_2,g14_phi_1,g14_Phi,g14_phi_2,g15_phi_1,g15_Phi,g15_phi_2,g16_phi_1,g16_Phi,g16_phi_2,g17_phi_1,g17_Phi,g17_phi_2,g18_phi_1,g18_Phi,g18_phi_2,g19_phi_1,g19_Phi,g19_phi_2,g20_phi_1,g20_Phi,g20_phi_2,g21_phi_1,g21_Phi,g21_phi_2,g22_phi_1,g22_Phi,g22_phi_2,g23_phi_1,g23_Phi,g23_phi_2,g24_phi_1,g24_Phi,g24_phi_2,g25_phi_1,g25_Phi,g25_phi_2,g26_phi_1,g26_Phi,g26_phi_2,g27_phi_1,g27_Phi,g27_phi_2,g28_phi_1,g28_Phi,g28_phi_2,g29_phi_1,g29_Phi,g29_phi_2,g30_phi_1,g30_Phi,g30_phi_2,g31_phi_1,g31_Phi,g31_phi_2,g32_phi_1,g32_Phi,g32_phi_2,g33_phi_1,g33_Phi,g33_phi_2,g34_phi_1,g34_Phi,g34_phi_2,g35_phi_1,g35_Phi,g35_phi_2,g36_phi_1,g36_Phi,g36_phi_2,g37_phi_1,g37_Phi,g37_phi_2,g38_phi_1,g38_Phi,g38_phi_2,g39_phi_1,g39_Phi,g39_phi_2,g40_phi_1,g40_Phi,g40_phi_2,g41_phi_1,g41_Phi,g41_phi_2,g42_phi_1,g42_Phi,g42_phi_2,g43_phi_1,g43_Phi,g43_phi_2,g44_phi_1,g44_Phi,g44_phi_2,g45_phi_1,g45_Phi,g45_phi_2,g46_phi_1,g46_Phi,g46_phi_2,g47_phi_1,g47_Phi,g47_phi_2,g48_phi_1,g48_Phi,g48_phi_2,g49_phi_1,g49_Phi,g49_phi_2,g50_phi_1,g50_Phi,g50_phi_2,g51_phi_1,g51_Phi,g51_phi_2,g52_phi_1,g52_Phi,g52_phi_2,g53_phi_1,g53_Phi,g53_phi_2
400.0,4.0,200.0,3.333e-05,1.0,4.867,0.41105,3.9697,5.2975,1.4932,0.97124,4.1303,0.57236,1.6642,5.1661,1.3871,1.1574,4.5769,0.48571,1.8087,4.3369,0.50299,1.7441,5.594,1.4059,1.0769,5.8529,0.33545,0.98262,5.6193,1.2573,0.61642,5.7375,0.62908,6.2208,5.0931,1.3849,1.1478,5.3858,1.0224,0.43651,6.1475,0.26086,0.52519,5.4625,1.316,1.2242,4.3153,0.36936,1.947,5.6886,0.37073,0.79642,4.2751,0.976,2.0796,4.4562,1.1817,2.07,5.6158,0.46696,1.0269,5.3008,1.447,0.99786,3.8292,0.42919,1.9484,6.0875,0.91445,6.2379,4.5378,0.48469,1.8891,5.0444,0.83758,0.40194,5.4261,1.3024,1.1978,5.4517,1.2561,0.98045,5.1679,1.3423,1.2036,5.6622,0.95412,0.93572,5.3443,1.2595,1.0194,5.1956,1.3859,0.52988,4.4309,0.35935,1.7827,5.206,1.438,1.1927,5.8881,0.31095,6.1042,4.7331,1.0491,0.55667,5.849,0.46034,0.84978,4.6263,1.2157,1.9434,4.7417,0.60856,1.9433,6.0073,0.84212,6.0859,5.5819,1.4711,0.98033,5.2102,1.4598,1.1492,5.6068,0.15897,1.0728,5.7748,0.20793,0.71721,4.5213,0.35137,1.9859,5.5532,1.4116,0.21198,4.398,0.64041,1.7902,5.6173,1.3881,1.0519,5.6191,0.74589,1.0458,4.6464,0.98546,1.6561,4.2468,0.89462,1.7717,4.7171,1.1415,0.68695,4.4799,0.57292,1.6494,4.3526,0.51166,1.7294,4.5129,1.2377,0.69137,6.1911,0.42025,0.47232
400.0,4.0,200.0,3.333e-05,2.0,4.9799,0.35383,0.72712,5.2919,1.5043,1.0428,4.1434,0.55749,1.7315,5.1579,1.3708,1.1885,4.5498,0.49162,1.8019,4.3638,0.51874,1.739,5.5987,1.3766,1.084,5.9842,0.28607,0.83032,5.685,1.2167,0.62402,5.7063,0.63119,6.2392,5.0828,1.379,1.1859,5.4638,0.98239,0.36122,6.2436,0.2554,0.44379,5.4672,1.2957,1.2102,4.339,0.40343,1.9169,5.6767,0.36934,0.80966,4.2478,0.95014,2.0242,4.4733,1.2092,1.9867,5.6374,0.43778,0.94861,5.298,1.4437,1.0658,3.776,0.39075,2.0496,6.0436,0.91479,6.2381,4.5009,0.48125,1.8858,5.1033,0.81867,0.29506,5.4299,1.2802,1.1906,5.4645,1.2278,1.0164,5.1628,1.3183,1.2232,5.6423,0.97592,0.91673,5.3518,1.2345,1.0655,5.1535,1.4108,0.49692,4.4552,0.39396,1.7576,5.1982,1.416,1.2081,5.8114,0.31424,6.1683,4.6829,1.0691,0.51679,5.922,0.42917,0.73418,4.6481,1.2637,1.8807,4.6886,0.55878,1.9285,5.9671,0.85047,6.1123,5.5931,1.4364,1.0223,5.2016,1.4483,1.1756,5.7212,0.14357,0.97387,5.8444,0.20677,0.68374,4.4923,0.32857,2.0032,5.58,1.3952,0.14142,4.4004,0.65279,1.7822,5.6238,1.3597,1.0591,5.591,0.76406,0.99636,4.6486,0.98014,1.6206,4.2473,0.90218,1.7925,4.655,1.1864,0.66801,4.4926,0.58786,1.6525,4.378,0.52708,1.7264,4.4808,1.2626,0.68623,6.2754,0.41437,0.39005
400.0,4.0,200.0,3.333e-05,4.0,5.0188,0.29483,0.67059,5.2847,1.5087,1.0805,4.2261,0.56261,1.7234,5.1311,1.3443,1.2105,4.4823,0.51553,1.8331,4.4128,0.53827,1.7147,5.5977,1.3352,1.0873,6.1808,0.26629,0.64587,5.7378,1.206,0.64045,5.6746,0.63216,6.2565,5.0598,1.3634,1.2049,5.5215,0.92812,0.29092,0.093412,0.26042,0.3324,5.4766,1.2708,1.1956,4.3289,0.43388,1.9234,5.66,0.36591,0.8258,4.233,0.9346,1.9877,4.5044,1.2212,1.9009,5.624,0.42306,0.93289,5.2766,1.4226,1.1058,3.7278,0.37553,2.1188,6.0147,0.9158,6.2428,4.4223,0.50387,1.9263,5.1779,0.81526,0.20772,5.435,1.2522,1.1841,5.4706,1.1926,1.0272,5.1385,1.2826,1.2443,5.6323,0.98691,0.91808,5.3492,1.1913,1.0884,5.1219,1.4283,0.46752,4.466,0.42277,1.7463,5.1775,1.3971,1.2151,5.7347,0.32233,6.2262,4.6081,1.0679,0.51829,6.0131,0.42515,0.62976,4.667,1.2904,1.8401,4.6116,0.51977,1.9325,5.9262,0.8725,6.1347,5.5853,1.3788,1.0407,5.1877,1.4392,1.1833,5.9377,0.1355,0.77956,5.9151,0.21878,0.63705,4.4793,0.32802,2.014,5.5741,1.3727,0.096105,4.3998,0.66429,1.7787,5.6267,1.322,1.061,5.5365,0.78964,1.0018,4.6545,0.96724,1.6009,4.2457,0.90197,1.7976,4.5892,1.2206,0.67756,4.5101,0.60385,1.6496,4.4237,0.54645,1.7054,4.4647,1.2734,0.69536,0.10671,0.42834,0.29067
400.0,4.0,200.0,3.333e-05,8.0,5.0279,0.27276,0.65325,5.2787,1.502,1.088,4.2913,0.57482,1.6949,5.1095,1.3231,1.2258,4.4157,0.53554,1.8861,4.4367,0.54363,1.7002,5.6041,1.3188,1.0869,6.2442,0.26152,0.58828,5.7566,1.2091,0.63286,5.6559,0.62908,6.2717,5.0452,1.3506,1.2163,5.5321,0.89158,0.26469,0.1453,0.26382,0.29208,5.4925,1.262,1.1939,4.3078,0.44181,1.9479,5.6386,0.35895,0.8451,4.2253,0.93107,1.9919,4.53,1.1941,1.8487,5.5941,0.41858,0.95635,5.2676,1.4017,1.1183,3.7343,0.36685,2.1125,6.0031,0.91739,6.2567,4.3565,0.52663,1.9783,5.2005,0.81392,0.19008,5.4454,1.2427,1.1846,5.4767,1.1849,1.0261,5.1097,1.2546,1.2642,5.6306,0.99286,0.91802,5.3528,1.1795,1.0909,5.1298,1.4275,0.45603,4.4593,0.42654,1.7564,5.1614,1.382,1.2256,5.6996,0.32279,6.254,4.5555,1.0685,0.5336,6.0309,0.41618,0.61414,4.6826,1.2832,1.8255,4.5585,0.52895,1.9491,5.8967,0.89201,6.1575,5.5882,1.3505,1.044,5.1781,1.4295,1.1914,6.0169,0.13698,0.71139,5.9504,0.2246,0.61177,4.4535,0.33493,2.0411,5.5744,1.3628,0.094924,4.3968,0.66777,1.7837,5.6344,1.3097,1.0593,5.5216,0.79779,1.0076,4.6552,0.96554,1.5992,4.2429,0.90359,1.7995,4.5656,1.2305,0.6842,4.5143,0.60727,1.6487,4.4441,0.55154,1.6935,4.4593,1.2798,0.69815,0.17395,0.43924,0.23667
400.0,4.0,200.0,3.333e-05,16.0,5.0223,0.27453,0.65721,5.2741,1.4876,1.0954,4.3125,0.57472,1.6806,5.0994,1.3064,1.2389,4.3909,0.54221,1.9145,4.4473,0.54412,1.6916,5.6135,1.317,1.0845,6.25,0.2585,0.58604,5.7615,1.2129,0.62398,5.6383,0.62771,0.0055502,5.0338,1.3365,1.229,5.5237,0.88904,0.2732,0.14651,0.26094,0.29626,5.5048,1.2622,1.1946,4.3059,0.43995,1.954,5.6343,0.3542,0.85108,4.2179,0.93081,2.001,4.541,1.1695,1.8211,5.5835,0.41465,0.96704,5.2627,1.3783,1.1281,3.733,0.36009,2.1084,5.9984,0.91901,6.2655,4.3412,0.53345,1.9974,5.2064,0.80857,0.1907,5.4557,1.2424,1.1847,5.4827,1.1841,1.0225,5.1146,1.2489,1.2697,5.6271,0.99881,0.91776,5.3594,1.1777,1.088,5.1449,1.4226,0.44428,4.4566,0.42376,1.7612,5.1552,1.37,1.2374,5.6675,0.32325,6.283,4.5479,1.074,0.53249,6.0507,0.40913,0.60085,4.6962,1.2727,1.8085,4.5362,0.5387,1.9636,5.888,0.88671,6.1718,5.5981,1.3464,1.0404,5.1694,1.4157,1.2013,6.0023,0.1372,0.73141,5.9553,0.21942,0.6112,4.4404,0.34049,2.0587,5.5755,1.3556,0.099806,4.3945,0.67012,1.7882,5.6425,1.3085,1.0566,5.5135,0.80159,1.0103,4.6545,0.96625,1.5997,4.2417,0.90599,1.8009,4.5527,1.2366,0.68593,4.5175,0.60848,1.6468,4.4536,0.55212,1.686,4.4522,1.2861,0.69982,0.18991,0.4336,0.22717
400.0,4.0,200.0,3.333e-05,32.0,5.0142,0.27855,0.6642,5.2726,1.4739,1.1008,4.327,0.57234,1.6691,5.0952,1.2962,1.2472,4.3765,0.54729,1.9309,4.4567,0.54424,1.6828,5.618,1.3187,1.0819,6.2432,0.25771,0.59567,5.7612,1.2156,0.62098,5.6281,0.62793,0.015576,5.0276,1.3257,1.2381,5.5181,0.88962,0.2811,0.13717,0.25871,0.30849,5.5102,1.2646,1.1936,4.3096,0.43811,1.952,5.6415,0.35315,0.84738,4.2137,0.93185,2.0065,4.5419,1.1594,1.8141,5.5875,0.4129,0.96643,5.2605,1.3604,1.1343,3.7223,0.35693,2.1131,5.9991,0.91973,6.2666,4.3379,0.53612,2.0045,5.2068,0.80527,0.19449,5.4606,1.2443,1.1834,5.4855,1.185,1.0198,5.1226,1.2484,1.2705,5.6237,1.002,0.91789,5.3635,1.1779,1.0851,5.1559,1.4176,0.43592,4.4587,0.42208,1.7593,5.1551,1.3625,1.244,5.6478,0.32443,0.018754,4.553,1.075,0.52665,6.0696,0.4075,0.58854,4.7033,1.2642,1.7955,4.5277,0.54279,1.9712,5.887,0.88527,6.1754,5.6036,1.3468,1.0366,5.1647,1.4046,1.208,5.978,0.13753,0.75877,5.9525,0.21558,0.61631,4.4396,0.34243,2.0637,5.5753,1.351,0.10253,4.3944,0.6718,1.7897,5.6459,1.3104,1.0541,5.5074,0.80274,1.0126,4.6537,0.96712,1.6008,4.2422,0.90793,1.8019,4.5443,1.2393,0.68655,4.5213,0.60933,1.6436,4.4621,0.5523,1.678,4.447,1.2894,0.70085,0.192,0.42994,0.22926
400.0,8.0,200.0,3.333e-05,1.0,4.867,0.41105,0.82806,5.2975,1.4932,0.97124,4.1303,0.57236,1.6642,5.1661,1.3871,1.1574,4.5769,0.48571,1.8087,4.3369,0.50299,1.7441,5.594,1.4059,1.0769,5.8529,0.33545,0.98262,5.6193,1.2573,0.61642,5.7375,0.62908,6.2208,5.0931,1.3849,1.1478,5.3858,1.0224,3.5781,6.1475,0.26086,0.52519,5.4625,1.316,1.2242,4.3153,0.36936,1.947,5.6886,0.37073,0.79642,4.2751,0.976,2.0796,4.4562,1.1817,2.07,5.6158,0.46696,1.0269,5.3008,1.447,0.99786,3.8292,0.42919,1.9484,6.0875,0.91445,6.2379,4.5378,0.48469,1.8891,5.0444,0.83758,0.40194,5.4261,1.3024,1.1978,5.4517,1.2561,0.98045,5.1679,1.3423,1.2036,5.6622,0.95412,0.93572,5.3443,1.2595,1.0194,5.1956,1.3859,0.52988,4.4309,0.35935,1.7827,5.206,1.438,1.1927,5.8881,0.31095,6.1042,4.7331,1.0491,0.55667,5.849,0.46034,0.84978,4.6263,1.2157,1.9434,4.7417,0.60856,1.9433,6.0073,0.84212,6.0859,5.5819,1.4711,0.98033,5.2102,1.4598,1.1492,5.6068,0.15897,1.0728,5.7748,0.20793,0.71721,4.5213,0.35137,1.9859,5.5532,1.4116,0.21198,4.398,0.64041,1.7902,5.6173,1.3881,1.0519,5.6191,0.74589,1.0458,4.6464,0.98546,1.6561,4.2468,0.89462,1.7717,4.7171,1.1415,3.8285,4.4799,0.57292,1.6494,4.3526,0.51166,1.7294,4.5129,1.2377,0.69137,6.1911,0.42025,0.47232
400.0,8.0,200.0,3.333e-05,2.0,4.9798,0.35384,0.7273,5.292,1.5043,1.0427,4.1434,0.55748,1.7314,5.158,1.3708,1.1884,4.5498,0.4916,1.8018,4.3638,0.51878,1.7389,5.5987,1.3766,1.084,5.9841,0.28603,0.83036,5.6849,1.2167,0.62405,5.7064,0.63118,6.2391,5.0829,1.379,1.1858,5.4637,0.98237,0.36128,6.2437,0.25536,0.44368,5.4672,1.2956,1.2101,4.339,0.40339,1.9169,5.6771,0.36929,0.80908,4.2479,0.95015,2.0241,4.4733,1.2093,1.9867,5.6374,0.43782,0.94853,5.2981,1.4437,1.0657,3.7762,0.39082,2.0494,6.0437,0.91478,6.238,4.5009,0.4812,1.8857,5.1033,0.81869,0.29508,5.43,1.2802,1.1905,5.4644,1.2278,1.0164,5.1628,1.3182,1.2231,5.6422,0.97595,0.9167,5.3518,1.2345,1.0655,5.1534,1.4109,0.49697,4.4551,0.394,1.7576,5.1983,1.4161,1.2079,5.8114,0.31423,6.1683,4.6829,1.0691,0.51679,5.9219,0.42916,0.73424,4.6481,1.2637,1.8807,4.6886,0.55876,1.9286,5.9671,0.8504,6.1121,5.5931,1.4364,1.0223,5.2017,1.4483,1.1754,5.7213,0.14351,0.97385,5.8443,0.20674,0.68352,4.4919,0.32858,2.0034,5.58,1.3952,0.14137,4.4004,0.65279,1.7821,5.6238,1.3597,1.059,5.591,0.76408,0.99631,4.6486,0.98015,1.6205,4.2473,0.90213,1.7924,4.655,1.1864,0.66799,4.4926,0.58788,1.6524,4.378,0.52712,1.7263,4.4808,1.2626,0.68622,6.2754,0.41433,0.39003
400.0,8.0,200.0,3.333e-05,4.0,5.0183,0.29499,0.67137,5.2849,1.5088,1.0804,4.2259,0.56216,1.7233,5.1314,1.3445,1.2104,4.4825,0.51542,1.8328,4.4128,0.53817,1.7144,5.5977,1.3354,1.0871,6.1803,0.26622,0.64629,5.7378,1.2059,0.64028,5.6746,0.63214,6.2564,5.0601,1.3635,1.2048,5.5215,0.92802,0.29109,0.093138,0.26024,0.33265,5.4766,1.2709,1.1955,4.3289,0.43374,1.9232,5.6607,0.36591,0.82491,4.233,0.93465,1.9876,4.5045,1.2215,1.9008,5.6246,0.42305,0.93216,5.2769,1.4228,1.1056,3.7284,0.37557,2.1181,6.0151,0.91576,6.2426,4.4225,0.50368,1.926,5.1776,0.8153,0.20785,5.435,1.2523,1.1839,5.4706,1.1926,1.0271,5.1388,1.2828,1.2442,5.6322,0.98699,0.91804,5.3492,1.1914,1.0884,5.1218,1.4284,0.46733,4.4659,0.42269,1.7461,5.1778,1.3972,1.215,5.7345,0.32228,6.2264,4.6085,1.068,0.51774,6.013,0.42511,0.62963,4.667,1.2906,1.8401,4.6115,0.51961,1.9326,5.9266,0.87237,6.1343,5.5854,1.3791,1.0406,5.188,1.4393,1.1832,5.9367,0.13535,0.78057,5.915,0.21856,0.63695,4.4789,0.32786,2.0143,5.5741,1.3726,0.096007,4.3999,0.66429,1.7784,5.6267,1.3221,1.0609,5.5365,0.78965,1.0016,4.6546,0.96725,1.6008,4.2458,0.90191,1.7975,4.5893,1.2205,0.67722,4.5102,0.60383,1.6493,4.4237,0.54635,1.7051,4.4646,1.2734,0.69536,0.10626,0.4281,0.29097
400.0,8.0,200.0,3.333e-05,8.0,5.027,0.27309,0.6546,5.279,1.5023,1.0879,4.291,0.57375,1.6949,5.11,1.3233,1.2258,4.4164,0.53531,1.8855,4.4382,0.54336,1.6984,5.6038,1.3188,1.0868,6.2446,0.26162,0.58775,5.7571,1.209,0.63245,5.6558,0.6291,6.2718,5.0455,1.3507,1.2163,5.5319,0.89112,0.2647,0.14514,0.26404,0.29233,5.4923,1.262,1.1938,4.3079,0.44164,1.9475,5.6395,0.359,0.8441,4.2254,0.93122,1.9919,4.5306,1.1941,1.8476,5.595,0.41862,0.95551,5.268,1.402,1.1182,3.7346,0.36683,2.112,6.0036,0.91734,6.2564,4.3566,0.52655,1.978,5.2001,0.8142,0.19018,5.4452,1.2426,1.1844,5.4767,1.1849,1.0261,5.1105,1.2551,1.2639,5.6305,0.99295,0.91802,5.3527,1.1795,1.091,5.1296,1.4276,0.45546,4.4594,0.42643,1.7558,5.1618,1.3821,1.2256,5.699,0.32284,6.2546,4.5567,1.0686,0.53255,6.0317,0.41625,0.61343,4.6826,1.2832,1.8255,4.5577,0.52894,1.9491,5.8972,0.89198,6.157,5.5882,1.3509,1.0441,5.1785,1.4296,1.1915,6.0175,0.13713,0.71094,5.9506,0.22432,0.61142,4.4531,0.33483,2.0414,5.5743,1.3627,0.094828,4.397,0.66778,1.7833,5.6342,1.3097,1.0592,5.5213,0.79772,1.0075,4.6554,0.96559,1.5992,4.243,0.90354,1.7995,4.5652,1.2302,0.6836,4.5149,0.60722,1.6479,4.4454,0.55131,1.6919,4.4592,1.2798,0.69816,0.17286,0.43878,0.2375
400.0,8.0,200.0,3.333e-05,16.0,5.0217,0.27474,0.6581,5.2744,1.4884,1.0952,4.3128,0.57382,1.6805,5.0999,1.3067,1.2389,4.3913,0.54222,1.914,4.4496,0.54375,1.689,5.6129,1.3168,1.0845,6.2515,0.25876,0.58441,5.7622,1.2129,0.62366,5.6382,0.62772,0.0056456,5.0341,1.3368,1.229,5.5233,0.88857,0.27314,0.14739,0.26172,0.29569,5.5046,1.2621,1.1945,4.3062,0.43975,1.9534,5.6345,0.35427,0.85068,4.2182,0.931,2.0008,4.5424,1.1693,1.8191,5.5835,0.41486,0.9669,5.2631,1.3789,1.1279,3.7336,0.36005,2.1078,5.9987,0.91896,6.2652,4.3409,0.53374,1.9973,5.206,0.8091,0.19078,5.4553,1.2421,1.1846,5.4826,1.184,1.0227,5.115,1.2492,1.2695,5.627,0.99886,0.9178,5.3592,1.1776,1.0884,5.1445,1.423,0.4434,4.457,0.42362,1.7604,5.1553,1.3701,1.2375,5.6671,0.32329,0.00028194,4.5489,1.0742,0.53188,6.0511,0.40924,0.6005,4.6962,1.2727,1.8087,4.5348,0.53933,1.9634,5.8882,0.8868,6.1717,5.598,1.3464,1.0407,5.1698,1.4161,1.2013,6.0057,0.13762,0.72835,5.9542,0.21914,0.61208,4.4397,0.34061,2.0592,5.5754,1.3555,0.099759,4.3948,0.67008,1.7878,5.6421,1.3084,1.0567,5.5132,0.8015,1.0102,4.6547,0.96629,1.5998,4.2417,0.90595,1.801,4.5518,1.2363,0.68546,4.5183,0.60833,1.6458,4.4556,0.55177,1.6836,4.4522,1.286,0.69986,0.18962,0.43361,0.22742
400.0,8.0,200.0,3.333e-05,32.0,5.0139,0.27861,0.66468,5.2728,1.4749,1.1005,4.3273,0.57181,1.669,5.0955,1.2966,1.247,4.3766,0.54729,1.9308,4.4587,0.54394,1.6805,5.6173,1.3185,1.082,6.2449,0.25798,0.59374,5.7615,1.2157,0.62076,5.628,0.62785,0.015641,5.0278,1.326,1.2379,5.5177,0.88939,0.28123,0.13833,0.25971,0.30765,5.5103,1.2645,1.1935,4.3096,0.43797,1.9518,5.6414,0.35309,0.84732,4.2139,0.93197,2.0064,4.5432,1.1594,1.8123,5.5867,0.41309,0.96693,5.2607,1.361,1.1341,3.7236,0.35694,2.1119,5.9992,0.91975,6.2667,4.3375,0.53641,2.0046,5.2065,0.80582,0.19437,5.4603,1.2441,1.1833,5.4854,1.185,1.02,5.1228,1.2488,1.2702,5.6236,1.0021,0.91786,5.3631,1.1779,1.0855,5.1554,1.4181,0.4353,4.4588,0.42196,1.759,5.1549,1.3625,1.2441,5.6475,0.32448,0.018891,4.553,1.0754,0.52662,6.0695,0.40745,0.58855,4.7033,1.2644,1.7958,4.526,0.54361,1.9711,5.887,0.88519,6.1757,5.6035,1.3467,1.037,5.1649,1.4049,1.2079,5.9818,0.13804,0.75526,5.9508,0.21542,0.6178,4.4388,0.34261,2.0642,5.5753,1.3509,0.10248,4.3945,0.67175,1.7895,5.6455,1.3102,1.0542,5.5072,0.8027,1.0123,4.6539,0.96712,1.6008,4.242,0.90788,1.8019,4.5432,1.2392,0.68634,4.5219,0.60919,1.6428,4.4639,0.55202,1.6759,4.447,1.2895,0.70087,0.19244,0.43011,0.22889
400.0,16.0,200.0,3.333e-05,1.0,4.867,0.41105,0.82806,5.2975,1.4932,0.97124,4.1303,0.57236,1.6642,5.1661,1.3871,1.1574,4.5769,0.48571,1.8087,4.3369,0.50299,1.7441,5.594,1.4059,1.0769,5.8529,0.33545,0.98262,5.6193,1.2573,0.61642,5.7375,0.62908,6.2208,5.0931,1.3849,1.1478,5.3858,1.0224,0.43651,6.1475,0.26086,0.52519,5.4625,1.316,1.2242,4.3153,0.36936,1.947,5.6886,0.37073,0.79642,4.2751,0.976,2.0796,4.4562,1.1817,2.07,5.6158,0.46696,1.0269,5.3008,1.447,0.99786,3.8292,0.42919,1.9484,6.0875,0.91445,6.2379,4.5378,0.48469,1.8891,5.0444,0.83758,0.40194,5.4261,1.3024,1.1978,5.4517,1.2561,0.98045,5.1679,1.3423,1.2036,5.6622,0.95412,0.93572,5.3443,1.2595,1.0194,5.1956,1.3859,0.52988,4.4309,0.35935,1.7827,5.206,1.438,1.1927,5.8881,0.31095,6.1042,4.7331,1.0491,0.55667,5.849,0.46034,0.84978,4.6263,1.2157,1.9434,4.7417,0.60856,1.9433,6.0073,0.84212,6.0859,5.5819,1.4711,0.98033,5.2102,1.4598,1.1492,5.6068,0.15897,1.0728,5.7748,0.20793,0.71721,4.5213,0.35137,1.9859,5.5532,1.4116,0.21198,4.398,0.64041,1.7902,5.6173,1.3881,1.0519,5.6191,0.74589,1.0458,4.6464,0.98546,1.6561,4.2468,0.89462,1.7717,4.7171,1.1415,0.68695,4.4799,0.57292,1.6494,4.3526,0.51166,1.7294,4.5129,1.2377,0.69137,6.1911,0.42025,0.47232
400.0,16.0,200.0,3.333e-05,2.0,4.9798,0.35382,0.72736,5.292,1.5043,1.0427,4.1434,0.55747,1.7314,5.1581,1.3708,1.1883,4.5498,0.49161,1.8017,4.3638,0.51883,1.7388,5.5987,1.3766,1.0839,5.9842,0.28599,0.83037,5.6849,1.2167,0.62408,5.7064,0.63118,6.2391,5.083,1.3791,1.1857,5.4638,0.98234,0.36129,6.2438,0.25531,0.44364,5.4672,1.2956,1.21,4.3388,0.40328,1.917,5.6775,0.36921,0.80854,4.2479,0.95015,2.0241,4.4733,1.2093,1.9867,5.6374,0.43784,0.94856,5.2981,1.4437,1.0657,3.7763,0.39085,2.0493,6.0438,0.91477,6.238,4.5009,0.48117,1.8856,5.1033,0.81868,0.29507,5.43,1.2802,1.1904,5.4644,1.2278,1.0164,5.1629,1.3182,1.223,5.6422,0.97598,0.91669,5.3518,1.2344,1.0655,5.1534,1.4109,0.497,4.4549,0.39395,1.7576,5.1984,1.4162,1.2078,5.8114,0.31422,6.1683,4.6828,1.0692,0.51682,5.9218,0.42914,0.73432,4.6481,1.2637,1.8808,4.6886,0.55874,1.9286,5.9672,0.85032,6.112,5.5931,1.4364,1.0222,5.2018,1.4485,1.1754,5.7213,0.14346,0.97393,5.8445,0.20671,0.68308,4.4916,0.32858,2.0036,5.58,1.3952,0.14133,4.4005,0.6528,1.7821,5.6238,1.3597,1.059,5.591,0.76412,0.99629,4.6487,0.98014,1.6204,4.2473,0.9021,1.7923,4.655,1.1864,0.66799,4.4927,0.58791,1.6524,4.378,0.52716,1.7262,4.4807,1.2626,0.68624,6.2754,0.41426,0.39004
400.0,16.0,200.0,3.333e-05,4.0,5.0181,0.29509,0.67176,5.285,1.5089,1.0804,4.2257,0.5619,1.7232,5.1316,1.3446,1.2103,4.4827,0.51536,1.8326,4.4126,0.53811,1.7143,5.5978,1.3355,1.087,6.1796,0.26612,0.64689,5.7377,1.2058,0.64016,5.6745,0.63211,6.2564,5.0602,1.3636,1.2049,5.5215,0.92793,0.29114,0.092679,0.26005,0.33309,5.4766,1.2709,1.1954,4.3287,0.43366,1.9232,5.6612,0.36589,0.82425,4.2331,0.93468,1.9875,4.5046,1.2216,1.9007,5.625,0.42301,0.93167,5.277,1.423,1.1056,3.7287,0.37556,2.1178,6.0153,0.91575,6.2426,4.4226,0.50358,1.9259,5.1774,0.81529,0.20795,5.4351,1.2523,1.1838,5.4706,1.1926,1.0271,5.139,1.2829,1.2441,5.6321,0.98707,0.91803,5.3493,1.1915,1.0883,5.1217,1.4285,0.46721,4.4658,0.42262,1.746,5.1779,1.3973,1.215,5.7344,0.32221,6.2265,4.6088,1.0681,0.51745,6.0132,0.42506,0.62938,4.667,1.2907,1.84,4.6114,0.51954,1.9326,5.9268,0.8723,6.1342,5.5854,1.3794,1.0406,5.1881,1.4394,1.1833,5.9353,0.13521,0.78201,5.9152,0.21842,0.63658,4.4787,0.32771,2.0144,5.5741,1.3727,0.095943,4.4,0.66434,1.7782,5.6267,1.3222,1.0608,5.5366,0.78968,1.0015,4.6546,0.96722,1.6007,4.2458,0.90187,1.7974,4.5893,1.2205,0.677,4.5103,0.60385,1.649,4.4236,0.54629,1.7049,4.4646,1.2734,0.69538,0.10595,0.42786,0.2912
