tau_sat,b,tau_0,gamma_0,n,g0_phi_1,g0_Phi,g0_phi_2,g1_phi_1,g1_Phi,g1_phi_2,g2_phi_1,g2_Phi,g2_phi_2,g3_phi_1,g3_Phi,g3_phi_2,g4_phi_1,g4_Phi,g4_phi_2,g5_phi_1,g5_Phi,g5_phi_2,g6_phi_1,g6_Phi,g6_phi_2,g7_phi_1,g7_Phi,g7_phi_2,g8_phi_1,g8_Phi,g8_phi_2,g9_phi_1,g9_Phi,g9_phi_2,g10_phi_1,g10_Phi,g10_phi_2,g11_phi_1,g11_Phi,g11_phi_2,g12_phi_1,g12_Phi,g12_phi_2,g13_phi_1,g13_Phi,g13_phi_2,g14_phi_1,g14_Phi,g14_phi_2,g15_phi_1,g15_Phi,g15_phi_2,g16_phi_1,g16_Phi,g16_phi_2,g17_phi_1,g17_Phi,g17_phi_2,g18_phi_1,g18_Phi,g18_phi_2,g19_phi_1,g19_Phi,g19_phi_2,g20_phi_1,g20_Phi,g20_phi_2,g21_phi_1,g21_Phi,g21_phi_2,g22_phi_1,g22_Phi,g22_phi_2,g23_phi_1,g23_Phi,g23_phi_2,g24_phi_1,g24_Phi,g24_phi_2,g25_phi_1,g25_Phi,g25_phi_2,g26_phi_1,g26_Phi,g26_phi_2,g27_phi_1,g27_Phi,g27_phi_2,g28_phi_1,g28_Phi,g28_phi_2,g29_phi_1,g29_Phi,g29_phi_2,g30_phi_1,g30_Phi,g30_phi_2,g31_phi_1,g31_Phi,g31_phi_2,g32_phi_1,g32_Phi,g32_phi_2,g33_phi_1,g33_Phi,g33_phi_2,g34_phi_1,g34_Phi,g34_phi_2,g35_phi_1,g35_Phi,g35_phi_2,g36_phi_1,g36_Phi,g36_phi_2,g37_phi_1,g37_Phi,g37_phi_2,g38_phi_1,g38_Phi,g38_phi_2,g39_phi_1,g39_Phi,g39_phi_2,g40_phi_1,g40_Phi,g40_phi_2,g41_phi_1,g41_Phi,g41_phi_2,g42_phi_1,g42_Phi,g42_phi_2,g43_phi_1,g43_Phi,g43_phi_2,g44_phi_1,g44_Phi,g44_phi_2,g45_phi_1,g45_Phi,g45_phi_2,g46_phi_1,g46_Phi,g46_phi_2,g47_phi_1,g47_Phi,g47_phi_2,g48_phi_1,g48_Phi,g48_phi_2,g49_phi_1,g49_Phi,g49_phi_2,g50_phi_1,g50_Phi,g50_phi_2,g51_phi_1,g51_Phi,g51_phi_2,g52_phi_1,g52_Phi,g52_phi_2,g53_phi_1,g53_Phi,g53_phi_2
100.0,1.0,100.0,3.333e-05,16.0,5.024,0.2744,0.65484,5.2723,1.4827,1.0986,4.3071,0.57955,1.6821,5.0931,1.3014,1.2423,4.3913,0.53987,1.9121,4.4375,0.54493,1.7013,5.6157,1.319,1.0837,6.2415,0.25647,0.59499,5.7572,1.2122,0.6264,5.6397,0.62706,0.0044328,5.0296,1.3334,1.2322,5.5293,0.88891,0.27349,0.14123,0.25726,0.29911,5.5057,1.2647,1.1943,4.3012,0.44121,1.9587,5.6397,0.35274,0.84468,4.2156,0.93017,2.0015,4.5367,1.1697,1.8268,5.5881,0.41184,0.96055,5.2592,1.3729,1.1316,3.7305,0.35999,2.113,5.9963,0.91922,6.2671,4.3363,0.53106,2.0013,5.2078,0.8053,0.19053,5.4572,1.2448,1.1841,5.4833,1.1852,1.0208,5.1191,1.2494,1.27,5.6275,0.99936,0.91672,5.3609,1.1787,1.0854,5.147,1.4203,0.44818,4.4529,0.42466,1.7654,5.1532,1.3669,1.2381,5.6693,0.32288,6.282,4.5423,1.074,0.53324,6.0598,0.40876,0.58993,4.6977,1.2751,1.8041,4.5356,0.53296,1.9669,5.8866,0.88646,6.1721,5.6,1.3475,1.0377,5.1659,1.4124,1.2035,5.9849,0.13484,0.7464,5.9728,0.22091,0.59482,4.4408,0.33687,2.0582,5.5763,1.3551,0.098557,4.3923,0.66967,1.7894,5.6438,1.3103,1.0559,5.5149,0.80277,1.0093,4.6537,0.96663,1.5986,4.2413,0.90623,1.8002,4.5573,1.2391,0.68777,4.5134,0.60845,1.6502,4.4448,0.55285,1.6945,4.4524,1.2867,0.69911,0.18971,0.42968,0.22558
100.0,1.0,100.0,3.333e-05,32.0,4.8672,0.41088,0.82775,5.2974,1.4933,0.97128,4.1304,0.57245,1.6642,5.1661,1.3871,1.1575,4.5769,0.48571,1.8087,4.3369,0.50299,1.7441,5.594,1.4059,1.0769,5.8534,0.33527,0.98218,5.6194,1.2572,0.61652,5.7375,0.62908,6.2208,5.093,1.385,1.1479,5.3858,1.0223,0.43635,6.1475,0.26086,0.52519,5.4625,1.316,1.2242,4.3153,0.36936,1.947,5.6885,0.37078,0.7965,4.2751,0.97589,2.0794,4.4562,1.1817,2.0699,5.6157,0.46704,1.0269,5.3008,1.447,0.99792,3.8291,0.42911,1.9485,6.0875,0.91445,6.2379,4.5378,0.48469,1.8891,5.0447,0.83756,0.40166,5.4261,1.3024,1.1978,5.4518,1.2559,0.98054,5.168,1.3422,1.2037,5.662,0.95421,0.93576,5.3444,1.2593,1.0196,5.1956,1.3859,0.52988,4.4309,0.35935,1.7827,5.206,1.438,1.1927,5.8881,0.31095,6.1042,4.7329,1.0492,0.55679,5.8491,0.4603,0.84964,4.6263,1.2158,1.9433,4.7416,0.60862,1.9432,6.0073,0.84212,6.0859,5.582,1.4708,0.98038,5.2102,1.4599,1.1492,5.6068,0.15897,1.0728,5.775,0.20791,0.71717,4.5213,0.35139,1.9858,5.5532,1.4116,0.21178,4.398,0.64053,1.7902,5.6173,1.3881,1.0519,5.6189,0.74603,1.0458,4.6464,0.98533,1.656,4.2467,0.89461,1.7719,4.7168,1.1416,0.68705,4.4799,0.57292,1.6494,4.3526,0.51166,1.7294,4.5127,1.2378,0.69148,6.1911,0.42025,0.47232
100.0,2.0,100.0,3.333e-05,1.0,4.867,0.41105,0.82806,5.2975,1.4932,0.97124,4.1303,0.57236,1.6642,5.1661,1.3871,1.1574,4.5769,0.48571,1.8087,4.3369,0.50299,1.7441,5.594,1.4059,1.0769,5.8529,0.33545,0.98262,5.6193,1.2573,0.61642,5.7375,0.62908,6.2208,5.0931,1.3849,1.1478,5.3858,1.0224,0.43651,6.1475,0.26086,0.52519,5.4625,1.316,1.2242,4.3153,0.36936,1.947,5.6886,0.37073,0.79642,4.2751,0.976,2.0796,4.4562,1.1817,2.07,5.6158,0.46696,1.0269,5.3008,1.447,0.99786,3.8292,0.42919,1.9484,6.0875,0.91445,6.2379,4.5378,0.48469,1.8891,5.0444,0.83758,0.40194,5.4261,1.3024,1.1978,5.4517,1.2561,0.98045,5.1679,1.3423,1.2036,5.6622,0.95412,0.93572,5.3443,1.2595,1.0194,5.1956,1.3859,0.52988,4.4309,0.35935,1.7827,5.206,1.438,1.1927,5.8881,0.31095,6.1042,4.7331,1.0491,0.55667,5.849,0.46034,0.84978,4.6263,1.2157,1.9434,4.7417,0.60856,1.9433,6.0073,0.84212,6.0859,5.5819,1.4711,0.98033,5.2102,1.4598,1.1492,5.6068,0.15897,1.0728,5.7748,0.20793,0.71721,4.5213,0.35137,1.9859,5.5532,1.4116,0.21198,4.398,0.64041,1.7902,5.6173,1.3881,1.0519,5.6191,0.74589,1.0458,4.6464,0.98546,1.6561,4.2468,0.89462,1.7717,4.7171,1.1415,0.68695,4.4799,0.57292,1.6494,4.3526,0.51166,1.7294,4.5129,1.2377,0.69137,6.1911,0.42025,0.47232
100.0,2.0,100.0,3.333e-05,2.0,4.9829,0.3523,0.72465,5.2919,1.5042,1.0452,4.144,0.55736,1.7331,5.1576,1.3706,1.19,4.5482,0.49079,1.802,4.364,0.51855,1.7393,5.5988,1.3763,1.0845,5.9881,0.28471,0.82587,5.6865,1.2158,0.6245,5.7063,0.63117,6.2394,5.0824,1.3789,1.1877,5.466,0.98102,0.35917,6.2462,0.2552,0.44059,5.4672,1.296,1.2103,4.3374,0.40297,1.9181,5.679,0.3684,0.80615,4.2469,0.94942,2.023,4.4737,1.2098,1.9842,5.6392,0.4364,0.94451,5.298,1.4432,1.0679,3.7736,0.38964,2.0535,6.042,0.91488,6.2384,4.4989,0.48014,1.886,5.1051,0.81798,0.2923,5.4299,1.2804,1.1908,5.4647,1.2273,1.017,5.1625,1.3182,1.2242,5.6418,0.97659,0.91591,5.352,1.234,1.0664,5.152,1.4117,0.49647,4.4545,0.39344,1.7581,5.1976,1.4156,1.2097,5.8101,0.31436,6.1699,4.6811,1.0699,0.51572,5.9256,0.42804,0.72906,4.6489,1.2656,1.8785,4.6866,0.55719,1.9287,5.9669,0.8509,6.1133,5.5934,1.4356,1.0233,5.201,1.4477,1.1775,5.7247,0.14302,0.96984,5.8517,0.20656,0.67619,4.4914,0.32573,2.0032,5.5809,1.3947,0.13948,4.4001,0.65259,1.7821,5.6239,1.3594,1.0595,5.5904,0.76463,0.99481,4.6486,0.98047,1.6193,4.2472,0.90226,1.7926,4.6534,1.1878,0.66772,4.4926,0.58772,1.6526,4.3782,0.5269,1.7266,4.4801,1.2634,0.68577,6.2779,0.41415,0.38654
100.0,2.0,100.0,3.333e-05,4.0,5.0209,0.29245,0.66776,5.2843,1.5085,1.0834,4.2295,0.5648,1.7232,5.1285,1.3421,1.2132,4.4789,0.51532,1.8337,4.4127,0.53822,1.7157,5.5976,1.3348,1.0879,6.1857,0.26526,0.64128,5.7382,1.2055,0.64235,5.6757,0.63201,6.2557,5.0571,1.3615,1.2079,5.5237,0.92551,0.28704,0.098045,0.26039,0.32681,5.4766,1.2715,1.1957,4.3258,0.43442,1.9255,5.6617,0.36496,0.82247,4.2324,0.93419,1.9865,4.5054,1.2211,1.8966,5.6252,0.42142,0.92838,5.2746,1.42,1.1089,3.722,0.37483,2.1267,6.0126,0.91593,6.2434,4.4171,0.50397,1.928,5.1799,0.81454,0.20533,5.4349,1.2527,1.1843,5.4706,1.1924,1.0274,5.1372,1.2812,1.2463,5.6323,0.98713,0.9174,5.3493,1.1908,1.0888,5.1198,1.4294,0.46804,4.465,0.42306,1.7472,5.1749,1.3949,1.2172,5.7351,0.32246,6.2264,4.603,1.0685,0.52002,6.0251,0.42543,0.61667,4.6674,1.2937,1.8374,4.6084,0.51796,1.9325,5.9243,0.87407,6.1368,5.5852,1.3769,1.0414,5.1855,1.4375,1.1855,5.9457,0.13488,0.77072,5.9293,0.21962,0.62294,4.4795,0.32492,2.0126,5.5743,1.3724,0.094202,4.3992,0.66373,1.7787,5.6266,1.3218,1.0615,5.5361,0.79057,1.0008,4.6545,0.96756,1.5998,4.2456,0.90196,1.7972,4.588,1.2222,0.67825,4.5094,0.60344,1.6502,4.4234,0.54636,1.7064,4.4647,1.2737,0.69479,0.1133,0.42908,0.2834
100.0,2.0,100.0,3.333e-05,8.0,5.029,0.27204,0.65101,5.2775,1.4999,1.0909,4.2906,0.579,1.6955,5.1045,1.3192,1.2291,4.4141,0.53463,1.8852,4.4312,0.54393,1.7059,5.6055,1.3201,1.0867,6.24,0.26014,0.59294,5.7537,1.2087,0.63518,5.6571,0.62869,6.271,5.0415,1.348,1.2193,5.5353,0.88833,0.26183,0.14351,0.26174,0.29205,5.493,1.2639,1.194,4.3033,0.4431,1.952,5.6421,0.35778,0.84037,4.224,0.9307,1.9918,4.5297,1.1936,1.8469,5.5966,0.41645,0.95128,5.2646,1.3978,1.1217,3.7308,0.3665,2.118,6.0013,0.91751,6.2578,4.3483,0.52714,1.9833,5.2015,0.81174,0.18964,5.4463,1.2444,1.1844,5.477,1.1857,1.0253,5.1095,1.2527,1.2663,5.6307,0.99327,0.91711,5.3537,1.1802,1.0895,5.1303,1.4268,0.45839,4.4565,0.4274,1.7593,5.157,1.3786,1.2277,5.7008,0.32265,6.2536,4.549,1.07,0.53685,6.0419,0.41616,0.60175,4.6836,1.2863,1.8219,4.557,0.52582,1.9506,5.8941,0.89344,6.1594,5.5896,1.3504,1.0427,5.1752,1.4271,1.1935,6.0089,0.13544,0.71767,5.9687,0.22653,0.5942,4.454,0.33188,2.0401,5.5749,1.3626,0.093697,4.3954,0.66723,1.7843,5.6352,1.311,1.0592,5.5225,0.79878,1.0064,4.6548,0.96598,1.5981,4.2426,0.90372,1.7989,4.5669,1.2326,0.68562,4.5118,0.60697,1.6507,4.439,0.55178,1.6987,4.4594,1.2803,0.69742,0.17944,0.43814,0.23046
100.0,2.0,100.0,3.333e-05,16.0,5.0235,0.27443,0.65535,5.2725,1.4829,1.0985,4.3075,0.57919,1.6819,5.0935,1.3017,1.2421,4.3912,0.54003,1.9122,4.4381,0.54487,1.7007,5.6156,1.3189,1.0837,6.2418,0.25655,0.59467,5.7573,1.2123,0.62634,5.6395,0.62711,0.0045893,5.0298,1.3335,1.2321,5.5289,0.88887,0.27355,0.14159,0.25738,0.29886,5.5056,1.2646,1.1944,4.3015,0.44111,1.9583,5.6397,0.35282,0.84476,4.2158,0.93024,2.0015,4.5369,1.1698,1.8266,5.5881,0.41196,0.96063,5.2594,1.3732,1.1314,3.7307,0.36,2.1126,5.9964,0.9192,6.267,4.3365,0.53121,2.0011,5.2077,0.80545,0.19061,5.4571,1.2447,1.1841,5.4832,1.1852,1.0209,5.1189,1.2494,1.27,5.6274,0.99935,0.91676,5.3609,1.1787,1.0855,5.1468,1.4204,0.44798,4.4531,0.42459,1.765,5.1534,1.3671,1.2381,5.6689,0.3229,6.2824,4.5424,1.0738,0.53313,6.0598,0.40878,0.59018,4.6976,1.275,1.8043,4.5357,0.5332,1.9668,5.8867,0.88649,6.172,5.5999,1.3475,1.0378,5.1661,1.4126,1.2034,5.9857,0.13489,0.74572,5.9721,0.22074,0.59544,4.4408,0.33703,2.0582,5.5762,1.3551,0.09863,4.3924,0.66968,1.7893,5.6437,1.3102,1.0559,5.5148,0.80273,1.0093,4.6538,0.96664,1.5986,4.2413,0.90621,1.8002,4.557,1.2389,0.68763,4.5137,0.60844,1.6499,4.4453,0.55279,1.694,4.4524,1.2866,0.69912,0.18986,0.42992,0.22553
100.0,2.0,100.0,3.333e-05,32.0,4.8672,0.41088,0.82775,5.2974,1.4933,0.97128,4.1304,0.57245,1.6642,5.1661,1.3871,1.1575,4.5769,0.48571,1.8087,4.3369,0.50299,1.7441,5.594,1.4059,1.0769,5.8534,0.33527,0.98218,5.6194,1.2572,0.61652,5.7375,0.62908,6.2208,5.093,1.385,1.1479,5.3858,1.0223,0.43635,6.1475,0.26086,0.52519,5.4625,1.316,1.2242,4.3153,0.36936,1.947,5.6885,0.37078,0.7965,4.2751,0.97589,2.0794,4.4562,1.1817,2.0699,5.6157,0.46704,1.0269,5.3008,1.447,0.99792,3.8291,0.42911,1.9485,6.0875,0.91445,6.2379,4.5378,0.48469,1.8891,5.0447,0.83756,0.40166,5.4261,1.3024,1.1978,5.4518,1.2559,0.98054,5.168,1.3422,1.2037,5.662,0.95421,0.93576,5.3444,1.2593,1.0196,5.1956,1.3859,0.52988,4.4309,0.35935,1.7827,5.206,1.438,1.1927,5.8881,0.31095,6.1042,4.7329,1.0492,0.55679,5.8491,0.4603,0.84964,4.6263,1.2158,1.9433,4.7416,0.60862,1.9432,6.0073,0.84212,6.0859,5.582,1.4708,0.98038,5.2102,1.4599,1.1492,5.6068,0.15897,1.0728,5.775,0.20791,0.71717,4.5213,0.35139,1.9858,5.5532,1.4116,0.21178,4.398,0.64053,1.7902,5.6173,1.3881,1.0519,5.6189,0.74603,1.0458,4.6464,0.98533,1.656,4.2467,0.89461,1.7719,4.7168,1.1416,0.68705,4.4799,0.57292,1.6494,4.3526,0.51166,1.7294,4.5127,1.2378,0.69148,6.1911,0.42025,0.47232
100.0,4.0,100.0,3.333e-05,1.0,4.867,0.41105,0.82806,5.2975,1.4932,0.97124,4.1303,0.57236,1.6642,5.1661,1.3871,1.1574,4.5769,0.48571,1.8087,4.3369,0.50299,1.7441,5.594,1.4059,1.0769,5.8529,0.33545,0.98262,5.6193,1.2573,0.61642,5.7375,0.62908,6.2208,5.0931,1.3849,1.1478,5.3858,1.0224,3.5781,6.1475,0.26086,0.52519,5.4625,1.316,1.2242,4.3153,0.36936,1.947,5.6886,0.37073,0.79642,4.2751,0.976,2.0796,4.4562,1.1817,2.07,5.6158,0.46696,1.0269,5.3008,1.447,0.99786,3.8292,0.42919,1.9484,6.0875,0.91445,6.2379,4.5378,0.48469,1.8891,5.0444,0.83758,3.5435,5.4261,1.3024,1.1978,5.4517,1.2561,0.98045,5.1679,1.3423,1.2036,5.6622,0.95412,0.93572,5.3443,1.2595,1.0194,5.1956,1.3859,0.52988,4.4309,0.35935,1.7827,5.206,1.438,1.1927,5.8881,0.31095,6.1042,4.7331,1.0491,0.55667,5.849,0.46034,0.84978,4.6263,1.2157,1.9434,4.7417,0.60856,1.9433,6.0073,0.84212,6.0859,5.5819,1.4711,0.98033,5.2102,1.4598,1.1492,5.6068,0.15897,1.0728,5.7748,0.20793,0.71721,4.5213,0.35137,1.9859,5.5532,1.4116,0.21198,4.398,0.64041,1.7902,5.6173,1.3881,1.0519,5.6191,0.74589,1.0458,4.6464,0.98546,1.6561,4.2468,0.89462,4.9133,4.7171,1.1415,0.68695,4.4799,0.57292,1.6494,4.3526,0.51166,1.7294,4.5129,1.2377,0.69137,6.1911,0.42025,0.47232
100.0,4.0,100.0,3.333e-05,2.0,4.9827,0.35233,0.72482,5.2919,1.5042,1.0451,4.144,0.55737,1.7331,5.1576,1.3706,1.1899,4.5482,0.49077,1.8019,4.364,0.51856,1.7392,5.5987,1.3763,1.0845,5.988,0.28472,0.82594,5.6865,1.2158,0.62452,5.7064,0.63116,6.2393,5.0824,1.3789,1.1876,5.466,0.98104,0.35925,6.2462,0.25519,0.44053,5.4672,1.296,1.2103,4.3373,0.40298,1.918,5.6792,0.36842,0.80596,4.247,0.94943,2.023,4.4737,1.2098,1.9842,5.6393,0.43644,0.94447,5.298,1.4432,1.0678,3.7738,0.38972,2.0533,6.0421,0.91487,6.2384,4.4989,0.48011,1.886,5.105,0.81801,0.29235,5.4299,1.2804,1.1907,5.4647,1.2273,1.017,5.1625,1.3181,1.2241,5.6418,0.97659,0.9159,5.352,1.234,1.0664,5.152,1.4117,0.49653,4.4545,0.39346,1.7581,5.1976,1.4156,1.2096,5.8102,0.31435,6.1698,4.6812,1.0699,0.51574,5.9255,0.42807,0.72913,4.6489,1.2656,1.8786,4.6866,0.55721,1.9287,5.9669,0.85089,6.1132,5.5933,1.4356,1.0233,5.201,1.4477,1.1774,5.7248,0.143,0.96979,5.8516,0.20655,0.67619,4.4912,0.32573,2.0033,5.5809,1.3947,0.13948,4.4001,0.65258,1.7821,5.6238,1.3594,1.0595,5.5904,0.76464,0.9948,4.6487,0.98048,1.6193,4.2473,0.90223,1.7925,4.6534,1.1878,0.66772,4.4926,0.58773,1.6526,4.3782,0.52691,1.7266,4.4801,1.2634,0.68576,6.2778,0.41415,0.38655
100.0,4.0,100.0,3.333e-05,4.0,5.0205,0.29253,0.66825,5.2844,1.5086,1.0833,4.2294,0.56462,1.7231,5.1287,1.3421,1.213,4.479,0.51528,1.8335,4.4127,0.53819,1.7155,5.5976,1.3348,1.0878,6.1855,0.26525,0.64139,5.7382,1.2055,0.64233,5.6758,0.63201,6.2557,5.0573,1.3615,1.2077,5.5237,0.92552,0.28719,0.098094,0.26034,0.32675,5.4766,1.2715,1.1956,4.3258,0.43436,1.9254,5.662,0.365,0.82209,4.2324,0.93422,1.9865,4.5054,1.2213,1.8967,5.6255,0.42147,0.92808,5.2748,1.4201,1.1088,3.7225,0.37491,2.1261,6.0127,0.9159,6.2433,4.4172,0.5039,1.9279,5.1798,0.81458,0.20542,5.435,1.2527,1.1842,5.4706,1.1925,1.0274,5.1373,1.2812,1.2462,5.6322,0.98715,0.91738,5.3493,1.1908,1.0887,5.1198,1.4294,0.46801,4.465,0.42303,1.7471,5.1751,1.395,1.2171,5.7351,0.32244,6.2264,4.6032,1.0685,0.51981,6.0249,0.42543,0.61679,4.6674,1.2936,1.8375,4.6085,0.51791,1.9324,5.9245,0.87402,6.1366,5.5852,1.3771,1.0413,5.1857,1.4376,1.1853,5.9456,0.13481,0.77077,5.9292,0.21952,0.62297,4.4794,0.32488,2.0127,5.5743,1.3724,0.094154,4.3992,0.66372,1.7785,5.6266,1.3218,1.0614,5.5361,0.79058,1.0008,4.6546,0.96757,1.5997,4.2457,0.90192,1.7971,4.5881,1.2221,0.67813,4.5095,0.60342,1.65,4.4235,0.54633,1.7062,4.4647,1.2736,0.69478,0.11314,0.42903,0.28351
100.0,4.0,100.0,3.333e-05,8.0,5.0284,0.27207,0.65174,5.2776,1.5,1.0907,4.2905,0.57863,1.6953,5.1049,1.3194,1.2289,4.4141,0.53466,1.8851,4.4315,0.54385,1.7054,5.6054,1.32,1.0867,6.2403,0.26014,0.59263,5.7539,1.2086,0.63512,5.6571,0.62868,6.271,5.0417,1.3481,1.2192,5.5351,0.88829,0.26196,0.14393,0.26178,0.29168,5.493,1.2638,1.1939,4.3034,0.44298,1.9517,5.6424,0.35782,0.84,4.2241,0.93076,1.9917,4.5299,1.1937,1.8468,5.5969,0.41651,0.95099,5.2648,1.398,1.1215,3.7313,0.36656,2.1173,6.0014,0.91749,6.2577,4.3485,0.5271,1.983,5.2014,0.81184,0.18971,5.4463,1.2444,1.1843,5.477,1.1857,1.0252,5.1098,1.2529,1.2662,5.6307,0.9933,0.9171,5.3537,1.1802,1.0896,5.1302,1.4269,0.45822,4.4566,0.42733,1.759,5.1573,1.3787,1.2276,5.7005,0.32262,6.2538,4.5493,1.07,0.5365,6.0421,0.41618,0.60162,4.6836,1.2862,1.8221,4.5569,0.52589,1.9505,5.8944,0.89334,6.1592,5.5895,1.3504,1.0427,5.1755,1.4272,1.1934,6.0096,0.1354,0.717,5.9686,0.22633,0.59421,4.4538,0.33186,2.0402,5.5748,1.3626,0.093649,4.3955,0.66721,1.7841,5.6352,1.311,1.0591,5.5224,0.79882,1.0064,4.6549,0.96601,1.598,4.2427,0.90368,1.7989,4.5668,1.2325,0.68543,4.512,0.60693,1.6504,4.4393,0.5517,1.6982,4.4593,1.2803,0.69741,0.17905,0.43803,0.23076
100.0,4.0,100.0,3.333e-05,16.0,5.0227,0.2745,0.6564,5.2727,1.4832,1.0983,4.3079,0.57868,1.6816,5.094,1.3018,1.2421,4.3912,0.54012,1.912,4.4388,0.54469,1.6998,5.6155,1.3188,1.0837,6.2423,0.25656,0.59428,5.7576,1.2122,0.6263,5.6394,0.6271,0.0047596,5.0301,1.3335,1.2321,5.5285,0.88851,0.27351,0.14224,0.25742,0.2983,5.5056,1.2645,1.1943,4.3018,0.44093,1.9578,5.6401,0.35288,0.84428,4.216,0.93037,2.0015,4.5373,1.1699,1.8261,5.5886,0.41205,0.96022,5.2598,1.3734,1.1313,3.7313,0.36002,2.1119,5.9967,0.91918,6.2668,4.3365,0.5314,2.0009,5.2074,0.8056,0.19081,5.4571,1.2446,1.1841,5.4833,1.1852,1.0209,5.119,1.2493,1.27,5.6273,0.99939,0.91677,5.3609,1.1786,1.0856,5.1466,1.4206,0.44761,4.4535,0.42447,1.7644,5.1538,1.3671,1.2381,5.6684,0.32287,6.283,4.5428,1.0738,0.53273,6.0605,0.40883,0.5896,4.6976,1.275,1.8046,4.5355,0.53344,1.9667,5.887,0.88651,6.1719,5.5999,1.3474,1.038,5.1664,1.4126,1.2034,5.9868,0.13481,0.74474,5.9721,0.22041,0.59527,4.4405,0.33705,2.0585,5.5761,1.3552,0.098614,4.3926,0.66963,1.789,5.6437,1.3102,1.0559,5.5146,0.80281,1.0093,4.6539,0.96671,1.5987,4.2414,0.90617,1.8001,4.5566,1.2388,0.68737,4.514,0.60835,1.6494,4.4459,0.55262,1.6931,4.4523,1.2866,0.69911,0.19009,0.43002,0.22535
100.0,4.0,100.0,3.333e-05,32.0,4.8672,0.41088,0.82776,5.2974,1.4933,0.97128,4.1304,0.57245,1.6642,5.1661,1.3871,1.1575,4.5769,0.48571,1.8087,4.3369,0.50299,1.7441,5.594,1.4059,1.0769,5.8534,0.33527,0.98218,5.6194,1.2572,0.61651,5.7375,0.62908,6.2208,5.093,1.385,1.1479,5.3858,1.0223,0.43636,6.1475,0.26086,0.52519,5.4625,1.316,1.2242,4.3153,0.36936,1.947,5.6885,0.37078,0.7965,4.2751,0.97589,2.0794,4.4562,1.1817,2.0699,5.6157,0.46704,1.0269,5.3008,1.447,0.99792,3.8291,0.42911,1.9485,6.0875,0.91445,6.2379,4.5378,0.48469,1.8891,5.0447,0.83756,0.40166,5.4261,1.3024,1.1978,5.4518,1.2559,0.98054,5.168,1.3422,1.2037,5.662,0.95421,0.93576,5.3444,1.2593,1.0196,5.1956,1.3859,0.52988,4.4309,0.35935,1.7827,5.206,1.438,1.1927,5.8881,0.31095,6.1042,4.7329,1.0492,0.55679,5.8491,0.4603,0.84964,4.6263,1.2158,1.9433,4.7416,0.60861,1.9432,6.0073,0.84212,6.0859,5.582,1.4709,0.98038,5.2102,1.4599,1.1492,5.6068,0.15897,1.0728,5.775,0.20791,0.71717,4.5213,0.35139,1.9858,5.5532,1.4116,0.21178,4.398,0.64053,1.7902,5.6173,1.3881,1.0519,5.6189,0.74603,1.0458,4.6464,0.98533,1.656,4.2467,0.89461,1.7719,4.7168,1.1416,0.68704,4.4799,0.57292,1.6494,4.3526,0.51166,1.7294,4.5127,1.2378,0.69148,6.1911,0.42025,0.47232
100.0,8.0,100.0,3.333e-05,1.0,4.867,0.41105,0.82806,5.2975,1.4932,0.97124,4.1303,0.57236,4.8057,5.1661,1.3871,1.1574,4.5769,0.48571,1.8087,4.3369,0.50299,1.7441,5.594,1.4059,1.0769,5.8529,0.33545,0.98262,5.6193,1.2573,0.61642,5.7375,0.62908,6.2208,5.0931,1.3849,1.1478,5.3858,1.0224,0.43651,6.1475,0.26086,0.52519,5.4625,1.316,1.2242,4.3153,0.36936,1.947,5.6886,0.37073,0.79642,4.2751,0.976,2.0796,4.4562,1.1817,2.07,5.6158,0.46696,1.0269,5.3008,1.447,0.99786,3.8292,0.42919,1.9484,6.0875,0.91445,6.2379,4.5378,0.48469,1.8891,5.0444,0.83758,0.40194,5.4261,1.3024,1.1978,5.4517,1.2561,0.98045,5.1679,1.3423,1.2036,5.6622,0.95412,0.93572,5.3443,1.2595,1.0194,5.1956,1.3859,0.52988,4.4309,0.35935,1.7827,5.206,1.438,1.1927,5.8881,0.31095,6.1042,4.7331,1.0491,0.55667,5.849,0.46034,0.84978,4.6263,1.2157,1.9434,4.7417,0.60856,1.9433,6.0073,0.84212,6.0859,5.5819,1.4711,0.98033,5.2102,1.4598,1.1492,5.6068,0.15897,1.0728,5.7748,0.20793,0.71721,4.5213,0.35137,1.9859,5.5532,1.4116,0.21198,4.398,0.64041,1.7902,5.6173,1.3881,1.0519,5.6191,0.74589,1.0458,4.6464,0.98546,1.6561,4.2468,0.89462,1.7717,4.7171,1.1415,0.68695,4.4799,0.57292,1.6494,4.3526,0.51166,1.7294,4.5129,1.2377,0.69137,6.1911,0.42025,0.47232
