tau_sat,b,tau_0,gamma_0,n,strain,stress,grain_id,0p2_phi_1,0p2_Phi,0p2_phi_2,0p4_phi_1,0p4_Phi,0p4_phi_2,0p6_phi_1,0p6_Phi,0p6_phi_2,0p8_phi_1,0p8_Phi,0p8_phi_2,1p0_phi_1,1p0_Phi,1p0_phi_2
,,,,,,,324,5.5918,2.4858,5.3867,5.5897,2.4847,5.3856,5.5879,2.4836,5.3846,5.586,2.4825,5.3836,5.5843,2.4815,5.3827
,,,,,,,325,5.5151,2.1815,5.6789,5.5206,2.1839,5.6811,5.5261,2.1863,5.6834,5.5316,2.1887,5.6856,5.5367,2.1908,5.6876
,,,,,,,326,4.3042,2.1567,4.172,4.304,2.1584,4.1776,4.304,2.1601,4.183,4.3039,2.1618,4.1883,4.3039,2.1635,4.1933
,,,,,,,327,5.6471,2.546,4.6912,5.6472,2.5462,4.6892,5.6474,2.5464,4.6871,5.6476,2.5466,4.685,5.6478,2.5468,4.6828
,,,,,,,328,5.8044,2.2428,4.5189,5.8035,2.2413,4.5149,5.8027,2.24,4.5112,5.8019,2.2387,4.5076,5.8011,2.2375,4.5042
,,,,,,,329,5.2614,2.0044,4.0202,5.2604,2.0048,4.0203,5.2594,2.0052,4.0205,5.2584,2.0056,4.0206,5.2574,2.0059,4.0207
,,,,,,,330,5.4274,2.0838,5.6552,5.4318,2.0863,5.6572,5.4361,2.0889,5.6592,5.4405,2.0915,5.6613,5.4448,2.094,5.6634
,,,,,,,331,5.8025,2.2439,4.5153,5.8017,2.2425,4.5114,5.8009,2.2411,4.5077,5.8001,2.2398,4.5042,5.7994,2.2387,4.5008
,,,,,,,332,4.7915,2.9783,4.3632,4.7939,2.9803,4.3647,4.7972,2.9826,4.3671,4.8007,2.9848,4.3697,4.8041,2.987,4.3722
,,,,,,,333,4.5385,2.6441,4.1198,4.5332,2.6473,4.1183,4.5276,2.6503,4.1167,4.522,2.6531,4.115,4.5166,2.6558,4.1134
,,,,,,,334,5.5161,2.1741,5.6826,5.5217,2.1766,5.6849,5.5272,2.1791,5.6872,5.5327,2.1815,5.6895,5.5379,2.1837,5.6916
,,,,,,,335,5.1349,2.6969,4.7153,5.1329,2.6988,4.7179,5.1301,2.7005,4.7199,5.1271,2.702,4.7218,5.1241,2.7033,4.7234
,,,,,,,336,4.7777,1.8808,3.8193,4.7811,1.8784,3.8194,4.7843,1.876,3.8195,4.7874,1.8736,3.8197,4.7903,1.8714,3.8198
,,,,,,,337,0.72609,2.4666,6.071,0.72936,2.4679,6.0753,0.73257,2.4691,6.0795,0.73573,2.4703,6.0837,0.73868,2.4715,6.0875
,,,,,,,338,4.3669,2.2103,4.1429,4.3664,2.2116,4.1482,4.3659,2.213,4.1538,4.3655,2.2144,4.1594,4.3651,2.2157,4.1647
,,,,,,,339,5.7994,2.245,4.5124,5.7986,2.2435,4.5085,5.7978,2.2422,4.5048,5.797,2.2409,4.5012,5.7963,2.2397,4.4979
,,,,,,,340,4.7785,1.8918,3.8133,4.7821,1.8894,3.8134,4.7854,1.887,3.8135,4.7886,1.8846,3.8137,4.7916,1.8824,3.8138
,,,,,,,341,3.459,3.0326,2.5734,3.4718,3.0333,2.5864,3.4839,3.0339,2.5989,3.4958,3.0344,2.611,3.5069,3.0349,2.6224
,,,,,,,342,5.7976,2.2541,4.5088,5.7969,2.2527,4.5049,5.7961,2.2513,4.5011,5.7955,2.25,4.4975,5.7948,2.2488,4.4942
,,,,,,,343,4.742,2.9818,4.315,4.7441,2.9839,4.3161,4.7469,2.986,4.3179,4.7498,2.9883,4.3199,4.7527,2.9904,4.3218
,,,,,,,344,4.2221,2.3459,4.5077,4.2223,2.3442,4.5034,4.2224,2.3426,4.4992,4.2225,2.3411,4.4952,4.2226,2.3396,4.4914
,,,,,,,345,5.6805,2.7373,5.8606,5.6774,2.7371,5.8594,5.6746,2.7371,5.8584,5.6719,2.7372,5.8574,5.6693,2.7374,5.8564
,,,,,,,346,3.6331,2.797,2.8887,3.6389,2.7971,2.8945,3.6444,2.7972,2.9,3.6497,2.7972,2.9053,3.6546,2.7973,2.9102
,,,,,,,347,5.8884,2.829,6.0015,5.8813,2.8285,5.9975,5.8742,2.828,5.9936,5.8673,2.8276,5.9899,5.8608,2.8271,5.9864
,,,,,,,348,3.547,2.4162,2.6572,3.5534,2.4181,2.6658,3.5601,2.4201,2.6746,3.5669,2.4221,2.6836,3.5734,2.424,2.6922
,,,,,,,349,6.0989,2.2754,4.9584,6.0973,2.2733,4.9535,6.0957,2.2713,4.9483,6.0941,2.2693,4.9429,6.0925,2.2673,4.9377
,,,,,,,350,0.37113,2.8146,0.097857,0.3766,2.8145,0.099745,0.3818,2.8146,0.10161,0.38681,2.8147,0.10347,0.39147,2.8148,0.10524
,,,,,,,351,6.1423,2.2032,5.2855,6.1398,2.2002,5.2857,6.1371,2.197,5.2858,6.1344,2.1938,5.2859,6.1318,2.1906,5.2861
,,,,,,,352,4.8235,2.4341,4.0287,4.8233,2.4344,4.0266,4.8232,2.4345,4.0247,4.8232,2.4347,4.0227,4.8231,2.4348,4.0208
,,,,,,,353,5.9413,2.9418,5.5086,5.9519,2.9422,5.5181,5.9633,2.9426,5.5285,5.9748,2.943,5.539,5.9858,2.9434,5.549
,,,,,,,354,5.4299,2.0733,5.6543,5.4341,2.0758,5.6562,5.4384,2.0783,5.6581,5.4427,2.0809,5.6601,5.4469,2.0834,5.6621
,,,,,,,355,0.74681,2.9245,0.29584,0.74803,2.9254,0.2955,0.7492,2.9262,0.2952,0.75038,2.927,0.29493,0.75149,2.9277,0.29467
,,,,,,,356,3.4926,3.0356,2.6062,3.5049,3.0362,2.6188,3.5164,3.0367,2.6306,3.5278,3.0371,2.6423,3.5384,3.0375,2.6532
,,,,,,,357,0.15555,2.3685,6.0299,0.15796,2.3678,6.0313,0.1605,2.367,6.0329,0.16309,2.366,6.0346,0.16557,2.3651,6.0363
,,,,,,,358,4.1039,2.5112,4.3078,4.1065,2.5105,4.3071,4.1089,2.5098,4.3064,4.1112,2.5091,4.3057,4.1134,2.5084,4.305
,,,,,,,359,4.0519,2.5931,2.9058,4.0532,2.5943,2.9085,4.0544,2.5955,2.911,4.0556,2.5966,2.9135,4.0567,2.5977,2.9159
,,,,,,,360,4.7777,1.8857,3.818,4.7813,1.8833,3.818,4.7845,1.8808,3.8182,4.7877,1.8785,3.8183,4.7906,1.8762,3.8184
,,,,,,,361,3.5965,2.7435,3.4038,3.6014,2.7428,3.4065,3.606,2.742,3.4089,3.6103,2.7413,3.4112,3.6144,2.7406,3.4133
,,,,,,,362,5.8809,1.8456,5.3434,5.8818,1.8468,5.3432,5.8828,1.848,5.343,5.8837,1.8491,5.3428,5.8845,1.8502,5.3426
,,,,,,,363,6.0109,2.3909,5.7451,6.0075,2.3905,5.7421,6.0042,2.3903,5.7393,6.0008,2.3901,5.7366,5.9976,2.3898,5.7341
,,,,,,,364,3.4014,3.0396,2.509,3.415,3.0405,2.5229,3.428,3.0412,2.5362,3.4408,3.0418,2.5493,3.4528,3.0424,2.5616
,,,,,,,365,4.4196,2.2474,4.1362,4.4191,2.2484,4.141,4.4186,2.2495,4.1462,4.418,2.2505,4.1515,4.4175,2.2516,4.1566
,,,,,,,366,5.5129,2.1914,5.6729,5.5184,2.1938,5.6751,5.5239,2.1961,5.6772,5.5293,2.1983,5.6793,5.5344,2.2004,5.6812
,,,,,,,367,4.6855,2.1352,3.6204,4.6885,2.1349,3.6187,4.692,2.1348,3.6174,4.6956,2.1347,3.6163,4.699,2.1346,3.6154
,,,,,,,368,5.1378,2.6968,4.7198,5.1357,2.6986,4.7223,5.1329,2.7003,4.7244,5.1299,2.7017,4.7262,5.1269,2.7031,4.7278
,,,,,,,369,3.3996,3.0383,2.5078,3.4132,3.0391,2.5217,3.4262,3.0399,2.535,3.439,3.0406,2.5481,3.451,3.0412,2.5605
,,,,,,,370,4.6795,2.2916,4.3803,4.6807,2.2913,4.3871,4.682,2.2911,4.3939,4.6834,2.2909,4.4006,4.6847,2.2907,4.407
,,,,,,,371,4.8454,2.224,3.8581,4.8497,2.2222,3.8564,4.8542,2.2202,3.8549,4.8588,2.2181,3.8536,4.8633,2.2161,3.8524
,,,,,,,372,4.7406,2.9805,4.3109,4.7425,2.9826,4.3119,4.7452,2.9848,4.3136,4.7481,2.9871,4.3155,4.7508,2.9892,4.3173
,,,,,,,373,4.0425,2.5951,2.8962,4.044,2.5964,2.8991,4.0454,2.5976,2.9018,4.0467,2.5988,2.9044,4.0479,2.5999,2.9069
,,,,,,,374,4.839,2.2273,3.8484,4.8433,2.2256,3.8466,4.8478,2.2237,3.8451,4.8524,2.2218,3.8437,4.8569,2.22,3.8425
,,,,,,,375,5.6454,2.107,4.3211,5.645,2.1073,4.3205,5.6445,2.1076,4.32,5.6441,2.108,4.3195,5.6437,2.1083,4.319
,,,,,,,376,0.75308,2.9269,0.30262,0.7543,2.9277,0.30228,0.75547,2.9285,0.30198,0.75665,2.9293,0.3017,0.75776,2.9301,0.30145
,,,,,,,377,5.8516,2.7423,5.0443,5.8562,2.7465,5.0495,5.861,2.7508,5.0549,5.8659,2.7553,5.0604,5.8708,2.7595,5.0658
,,,,,,,378,5.5117,2.1879,5.6724,5.5172,2.1903,5.6746,5.5228,2.1927,5.6768,5.5283,2.195,5.6789,5.5334,2.1971,5.6808
,,,,,,,379,6.0122,2.3887,5.7452,6.0088,2.3883,5.7422,6.0054,2.3881,5.7394,6.0021,2.3879,5.7368,5.9989,2.3877,5.7342
,,,,,,,380,4.8377,2.2272,3.8478,4.8419,2.2256,3.8461,4.8464,2.2237,3.8446,4.851,2.2217,3.8432,4.8555,2.2199,3.842
,,,,,,,381,1.8071,2.8212,1.8758,1.8084,2.8192,1.8763,1.8103,2.8174,1.8773,1.8122,2.8155,1.8784,1.814,2.8137,1.8793
,,,,,,,382,5.5086,2.181,5.6718,5.5142,2.1835,5.674,5.5198,2.1859,5.6762,5.5254,2.1883,5.6784,5.5306,2.1905,5.6804
,,,,,,,383,5.6431,2.1034,4.3132,5.6427,2.1038,4.3128,5.6423,2.1042,4.3124,5.6419,2.1047,4.3121,5.6415,2.1051,4.3118
,,,,,,,384,0.36419,2.7367,5.6992,0.37382,2.7405,5.7093,0.38326,2.744,5.7193,0.39261,2.7474,5.7292,0.40142,2.7506,5.7385
,,,,,,,385,0.3821,2.8153,0.10852,0.38756,2.8152,0.11043,0.39273,2.8153,0.11231,0.39773,2.8154,0.11418,0.40237,2.8156,0.11595
,,,,,,,386,0.69042,2.3964,0.094489,0.68924,2.3977,0.092182,0.68819,2.3988,0.090037,0.68719,2.4,0.087969,0.68628,2.4011,0.086054
,,,,,,,387,0.72345,2.4665,6.0721,0.72672,2.4678,6.0764,0.72994,2.469,6.0806,0.73311,2.4702,6.0848,0.73606,2.4713,6.0886
,,,,,,,388,4.6753,2.2903,4.3786,4.6765,2.2901,4.3854,4.6778,2.2899,4.3921,4.6792,2.2897,4.3989,4.6805,2.2895,4.4052
,,,,,,,389,5.7474,2.5374,5.0696,5.7473,2.5376,5.0728,5.747,2.5376,5.076,5.7467,2.5376,5.0791,5.7465,2.5376,5.0821
,,,,,,,390,4.6909,2.6152,4.1307,4.6871,2.6185,4.1291,4.6832,2.6218,4.1275,4.6792,2.625,4.1259,4.6754,2.6282,4.1243
,,,,,,,391,5.929,2.2285,6.0582,5.9266,2.2287,6.0575,5.9244,2.2292,6.0569,5.9223,2.2299,6.0564,5.9203,2.2305,6.056
,,,,,,,392,6.0209,2.0247,4.8082,6.0192,2.0235,4.8054,6.0173,2.0224,4.8024,6.0153,2.0215,4.7994,6.0133,2.0207,4.7965
,,,,,,,393,6.2666,2.4279,0.046638,6.2658,2.4279,0.048178,6.2649,2.4279,0.049631,6.2638,2.4278,0.05105,6.2628,2.4278,0.052389
,,,,,,,394,5.379,2.6478,5.2597,5.3767,2.6463,5.2579,5.3748,2.6449,5.2564,5.3729,2.6436,5.2551,5.3711,2.6423,5.2538
,,,,,,,395,5.5173,2.1748,5.6791,5.5228,2.1773,5.6814,5.5284,2.1797,5.6837,5.5339,2.182,5.6858,5.5391,2.1842,5.6879
,,,,,,,396,4.417,2.3137,4.017,4.4153,2.315,4.019,4.4135,2.3163,4.0212,4.4117,2.3176,4.0235,4.4099,2.3189,4.0257
,,,,,,,397,4.6833,2.6113,4.1277,4.6794,2.6146,4.1262,4.6756,2.6178,4.1247,4.6716,2.6211,4.1232,4.6677,2.6242,4.1216
,,,,,,,398,4.4192,2.3112,4.0251,4.4175,2.3124,4.0273,4.4158,2.3137,4.0297,4.4141,2.315,4.0322,4.4124,2.3163,4.0346
,,,,,,,399,0.72037,2.4672,6.0646,0.72377,2.4685,6.0691,0.72712,2.4698,6.0734,0.7304,2.471,6.0777,0.73346,2.4722,6.0817
,,,,,,,400,5.5145,2.1833,5.6771,5.5201,2.1858,5.6794,5.5256,2.1882,5.6816,5.5311,2.1905,5.6837,5.5362,2.1926,5.6857
,,,,,,,401,4.2218,2.3453,4.5179,4.2219,2.3435,4.5133,4.2219,2.3418,4.5089,4.222,2.3402,4.5046,4.222,2.3387,4.5007
,,,,,,,402,5.5101,2.1878,5.6722,5.5157,2.1902,5.6744,5.5213,2.1925,5.6766,5.5268,2.1949,5.6787,5.5319,2.197,5.6806
,,,,,,,403,4.4168,2.312,4.0234,4.4151,2.3133,4.0255,4.4133,2.3146,4.0279,4.4115,2.3159,4.0303,4.4098,2.3172,4.0327
,,,,,,,404,5.7977,2.2507,4.5096,5.7969,2.2492,4.5057,5.7962,2.2478,4.502,5.7955,2.2465,4.4984,5.7949,2.2453,4.4951
,,,,,,,405,1.7922,2.825,1.8618,1.7935,2.823,1.8624,1.7955,2.8211,1.8635,1.7975,2.8192,1.8646,1.7994,2.8175,1.8657
,,,,,,,406,4.8483,2.2239,3.8609,4.8525,2.2221,3.8592,4.857,2.22,3.8578,4.8617,2.2179,3.8565,4.8661,2.2159,3.8553
,,,,,,,407,4.719,2.1838,4.7384,4.7187,2.1844,4.7365,4.7185,2.185,4.7348,4.7184,2.1855,4.7331,4.7182,2.1861,4.7316
,,,,,,,408,5.3973,2.1197,4.8537,5.3988,2.1173,4.857,5.4003,2.1152,4.8603,5.4018,2.1131,4.8636,5.4033,2.1112,4.8667
,,,,,,,409,4.5954,2.7062,4.788,4.5994,2.7065,4.789,4.6037,2.7066,4.7903,4.608,2.7066,4.7917,4.6122,2.7067,4.793
,,,,,,,410,5.3534,2.4625,4.3774,5.3543,2.461,4.3748,5.3553,2.4594,4.3721,5.3564,2.4578,4.3693,5.3574,2.4561,4.3665
,,,,,,,411,0.52872,2.69,0.49948,0.53604,2.6879,0.50693,0.54271,2.6859,0.51369,0.54897,2.6839,0.52002,0.55467,2.682,0.52577
,,,,,,,412,4.7572,2.981,4.3269,4.7594,2.9831,4.3281,4.7623,2.9853,4.3301,4.7654,2.9875,4.3321,4.7684,2.9897,4.3342
,,,,,,,413,4.584,2.7016,4.7814,4.5879,2.7019,4.7823,4.5922,2.7021,4.7834,4.5966,2.7022,4.7847,4.6007,2.7022,4.786
,,,,,,,414,5.3878,2.0247,4.7591,5.3887,2.0235,4.761,5.39,2.0223,4.7631,5.3914,2.0211,4.7653,5.3927,2.02,4.7673
,,,,,,,415,5.391,2.0226,4.7617,5.3919,2.0214,4.7636,5.3932,2.0202,4.7656,5.3946,2.0191,4.7678,5.3959,2.018,4.7698
,,,,,,,416,4.8404,2.2253,3.8508,4.8446,2.2236,3.849,4.8491,2.2216,3.8476,4.8538,2.2196,3.8463,4.8582,2.2178,3.845
,,,,,,,417,4.5874,2.7044,4.7829,4.5914,2.7047,4.7839,4.5957,2.7049,4.7851,4.6001,2.705,4.7865,4.6042,2.705,4.7878
,,,,,,,418,0.53895,2.6348,6.2788,0.54045,2.6352,6.2793,0.54202,2.6357,6.2798,0.54361,2.6361,6.2805,0.54512,2.6365,6.281
,,,,,,,419,4.9538,2.0868,4.941,4.9529,2.088,4.9374,4.9521,2.0892,4.934,4.9513,2.0905,4.9307,4.9507,2.0916,4.9276
,,,,,,,420,5.6446,2.1058,4.3162,5.6442,2.1061,4.3157,5.6438,2.1065,4.3153,5.6433,2.1069,4.3149,5.6429,2.1073,4.3145
,,,,,,,421,0.14848,2.3595,6.0236,0.15076,2.3589,6.025,0.15319,2.358,6.0265,0.15567,2.3571,6.0282,0.15806,2.3562,6.0298
,,,,,,,422,4.6339,2.4435,4.1373,4.6324,2.4448,4.1388,4.6309,2.446,4.1406,4.6293,2.4472,4.1425,4.6278,2.4483,4.1443
,,,,,,,423,4.5701,2.767,4.7705,4.5734,2.7673,4.7718,4.5775,2.7675,4.7737,4.5818,2.7676,4.7759,4.586,2.7676,4.7781
,,,,,,,424,3.6257,2.7894,2.8778,3.6318,2.7895,2.884,3.6375,2.7897,2.8897,3.6431,2.7898,2.8953,3.6483,2.7899,2.9005
,,,,,,,425,0.56324,3.0188,0.3004,0.5712,3.0186,0.3045,0.57894,3.0184,0.30849,0.58659,3.0183,0.31252,0.59376,3.0182,0.31636
,,,,,,,426,0.43767,2.8641,5.6644,0.44372,2.867,5.6709,0.44978,2.8698,5.6775,0.45578,2.8726,5.684,0.46142,2.8752,5.6901
,,,,,,,427,3.6111,2.7838,2.8655,3.6174,2.7839,2.8719,3.6234,2.7841,2.878,3.6293,2.7842,2.8839,3.6347,2.7843,2.8894
,,,,,,,428,4.2086,2.1752,4.4639,4.2078,2.1746,4.4614,4.2071,2.174,4.4591,4.2064,2.1735,4.4569,4.2057,2.173,4.4549
,,,,,,,429,4.2187,2.1825,4.4783,4.2178,2.1818,4.4757,4.2171,2.1811,4.4731,4.2163,2.1805,4.4707,4.2156,2.1799,4.4684
,,,,,,,430,6.1365,2.2087,5.2779,6.134,2.2057,5.278,6.1314,2.2025,5.2781,6.1288,2.1993,5.2782,6.1262,2.1961,5.2783
,,,,,,,431,4.9266,2.4004,4.6292,4.927,2.3995,4.6348,4.9275,2.3985,4.64,4.928,2.3976,4.6452,4.9284,2.3967,4.6501
,,,,,,,432,5.8573,1.9185,5.5423,5.86,1.9195,5.5415,5.8626,1.9204,5.5407,5.8652,1.9214,5.5399,5.8676,1.9223,5.5392
,,,,,,,433,0.14821,2.3597,6.0239,0.1505,2.3591,6.0252,0.15292,2.3582,6.0267,0.15541,2.3573,6.0284,0.15779,2.3564,6.03
,,,,,,,434,4.7323,2.1785,4.7588,4.7319,2.1791,4.7566,4.7316,2.1797,4.7545,4.7313,2.1803,4.7525,4.731,2.1809,4.7507
,,,,,,,435,5.6314,2.7594,4.3548,5.6327,2.7606,4.3537,5.6347,2.7617,4.3531,5.637,2.7628,4.3529,5.6394,2.7638,4.3528
,,,,,,,436,5.6489,2.1073,4.3183,5.6485,2.1076,4.3179,5.6481,2.108,4.3174,5.6477,2.1084,4.317,5.6472,2.1088,4.3167
,,,,,,,437,3.6241,2.7841,2.8779,3.6301,2.7842,2.884,3.6358,2.7843,2.8898,3.6414,2.7844,2.8954,3.6465,2.7845,2.9006
,,,,,,,438,4.7244,2.1853,4.7453,4.7241,2.1859,4.7433,4.7239,2.1865,4.7415,4.7237,2.1871,4.7397,4.7236,2.1876,4.7381
,,,,,,,439,0.44366,2.8664,5.6682,0.4496,2.8692,5.6746,0.45555,2.872,5.6811,0.46144,2.8747,5.6875,0.46698,2.8772,5.6936
,,,,,,,440,4.7053,2.0158,4.0778,4.708,2.011,4.0798,4.7106,2.0059,4.0817,4.7133,2.0007,4.0836,4.7158,1.9957,4.0854
,,,,,,,441,0.31865,2.8137,6.0145,0.32536,2.8137,6.0207,0.33209,2.8137,6.0268,0.33878,2.8138,6.033,0.34508,2.8138,6.0387
,,,,,,,442,5.0743,1.9092,4.0228,5.0741,1.9084,4.0222,5.0738,1.9076,4.0216,5.0735,1.9069,4.0211,5.0732,1.9062,4.0206
,,,,,,,443,0.62025,2.5993,0.090528,0.62024,2.6002,0.089396,0.62033,2.6012,0.088389,0.62045,2.6021,0.087431,0.62058,2.603,0.086544
,,,,,,,444,5.9221,2.065,4.5178,5.9217,2.0657,4.517,5.9213,2.0664,4.5161,5.921,2.0672,4.5154,5.9206,2.0679,4.5146
,,,,,,,445,4.5722,2.7651,4.7763,4.5755,2.7654,4.7776,4.5796,2.7657,4.7795,4.5839,2.7658,4.7816,4.5881,2.7659,4.7836
,,,,,,,446,4.4044,2.2382,3.5505,4.402,2.2381,3.5438,4.3992,2.2383,3.5371,4.3964,2.2384,3.5303,4.3936,2.2384,3.5237
,,,,,,,447,5.3261,2.4669,4.3507,5.3271,2.4656,4.3481,5.3282,2.4641,4.3454,5.3294,2.4626,4.3426,5.3305,2.4611,4.3399
,,,,,,,448,6.1811,2.3902,5.3114,6.181,2.39,5.3129,6.1808,2.3898,5.3143,6.1806,2.3896,5.3158,6.1804,2.3894,5.3171
,,,,,,,449,5.5438,1.9162,5.2201,5.5446,1.919,5.2179,5.5456,1.9217,5.2159,5.5465,1.9243,5.2139,5.5474,1.9268,5.2121
,,,,,,,450,5.3391,2.4612,4.3612,5.3401,2.4598,4.3585,5.3412,2.4582,4.3558,5.3423,2.4565,4.353,5.3434,2.4549,4.3502
,,,,,,,451,5.3399,2.4618,4.3596,5.3409,2.4604,4.3569,5.342,2.4588,4.3541,5.3431,2.4571,4.3513,5.3443,2.4555,4.3485
,,,,,,,452,4.7057,2.0098,4.0805,4.7083,2.0049,4.0825,4.7109,1.9998,4.0844,4.7135,1.9945,4.0863,4.716,1.9893,4.088
,,,,,,,453,0.14669,2.3621,6.0224,0.14897,2.3614,6.0237,0.15139,2.3606,6.0253,0.15388,2.3597,6.0269,0.15626,2.3588,6.0285
,,,,,,,454,0.62665,2.6113,0.10909,0.62655,2.6124,0.10782,0.62652,2.6134,0.10667,0.62654,2.6144,0.10557,0.62657,2.6154,0.10455
,,,,,,,455,5.3336,2.4637,4.3567,5.3346,2.4624,4.3541,5.3356,2.4608,4.3514,5.3368,2.4592,4.3486,5.3379,2.4576,4.3459
,,,,,,,456,4.268,2.8223,3.0743,4.2664,2.8224,3.0746,4.2649,2.8224,3.0748,4.2635,2.8224,3.075,4.2621,2.8224,3.0752
,,,,,,,457,4.1498,2.6852,4.2891,4.1537,2.6848,4.2914,4.1575,2.6843,4.2935,4.1612,2.6839,4.2957,4.1647,2.6834,4.2977
,,,,,,,458,5.5984,2.4744,5.3821,5.5964,2.4733,5.3811,5.5945,2.4723,5.3802,5.5926,2.4712,5.3793,5.5909,2.4701,5.3786
,,,,,,,459,5.3533,2.4541,4.3765,5.3543,2.4525,4.3739,5.3553,2.4508,4.3712,5.3564,2.4489,4.3684,5.3575,2.4471,4.3656
,,,,,,,460,3.8244,2.5742,3.7043,3.8247,2.5728,3.7055,3.8243,2.5713,3.7063,3.8239,2.5697,3.7069,3.8234,2.5682,3.7075
,,,,,,,461,4.4045,2.2344,3.5519,4.402,2.2344,3.5452,4.3994,2.2345,3.5386,4.3967,2.2346,3.5319,4.394,2.2346,3.5254
,,,,,,,462,0.61758,2.6036,0.10073,0.61759,2.6046,0.09958,0.61768,2.6056,0.098545,0.61781,2.6066,0.097556,0.61795,2.6075,0.096638
,,,,,,,463,5.311,2.1878,4.6023,5.3117,2.1827,4.6041,5.3125,2.1778,4.6061,5.3133,2.1729,4.6081,5.3141,2.1684,4.61
,,,,,,,464,2.0389,2.9877,0.93325,2.0231,2.9893,0.91806,2.0081,2.9908,0.90369,1.9931,2.9923,0.8894,1.9788,2.9937,0.87581
,,,,,,,465,0.14898,2.3588,6.0225,0.15126,2.3582,6.0238,0.15369,2.3573,6.0254,0.15616,2.3564,6.0271,0.15854,2.3555,6.0287
,,,,,,,466,6.1481,2.59,6.1172,6.1445,2.5897,6.114,6.1407,2.5895,6.1106,6.1367,2.5892,6.1071,6.1328,2.5889,6.1036
,,,,,,,467,4.7324,2.1806,4.7578,4.732,2.1812,4.7556,4.7317,2.1818,4.7536,4.7314,2.1824,4.7516,4.7312,2.183,4.7498
,,,,,,,468,5.8617,2.7324,5.054,5.8661,2.7364,5.059,5.8707,2.7406,5.0643,5.8755,2.7448,5.0697,5.8803,2.7489,5.0749
,,,,,,,469,5.5456,1.9204,5.2187,5.5465,1.9232,5.2166,5.5474,1.9258,5.2146,5.5483,1.9284,5.2127,5.5492,1.9308,5.211
,,,,,,,470,5.6277,2.7579,4.3551,5.629,2.7591,4.3539,5.6309,2.7603,4.3532,5.6331,2.7614,4.3528,5.6354,2.7625,4.3526
,,,,,,,471,5.1087,2.9295,4.6424,5.1132,2.9323,4.6471,5.1188,2.9353,4.6527,5.1248,2.9382,4.6587,5.1307,2.941,4.6647
,,,,,,,472,0.3267,3.0547,5.5033,0.32667,3.0558,5.5043,0.32698,3.057,5.5057,0.32718,3.0581,5.5069,0.32729,3.0591,5.5079
,,,,,,,473,3.8085,2.5695,3.6912,3.809,2.5681,3.6925,3.8088,2.5665,3.6934,3.8086,2.5649,3.6941,3.8082,2.5634,3.6948
,,,,,,,474,0.44354,2.8616,5.6654,0.44946,2.8645,5.6717,0.45538,2.8673,5.6782,0.46124,2.8701,5.6845,0.46675,2.8727,5.6906
,,,,,,,475,4.2237,2.3484,4.5225,4.2238,2.3466,4.5179,4.2238,2.3449,4.5134,4.2239,2.3432,4.5091,4.2239,2.3417,4.505
,,,,,,,476,5.2578,2.3429,4.1121,5.2611,2.3406,4.11,5.2643,2.3383,4.1079,5.2674,2.336,4.106,5.2703,2.3338,4.1042
,,,,,,,477,4.7367,2.1857,4.7622,4.7363,2.1862,4.7599,4.736,2.1868,4.7578,4.7357,2.1874,4.7558,4.7355,2.188,4.754
,,,,,,,478,5.6314,2.7621,4.3569,5.6326,2.7633,4.3557,5.6345,2.7644,4.355,5.6367,2.7656,4.3547,5.6389,2.7666,4.3546
,,,,,,,479,3.6579,2.8014,2.9097,3.6632,2.8014,2.9149,3.6681,2.8015,2.9198,3.6729,2.8015,2.9246,3.6773,2.8016,2.929
,,,,,,,480,4.2119,2.1863,4.4647,4.2112,2.1856,4.4622,4.2105,2.185,4.4598,4.2098,2.1844,4.4575,4.2092,2.1839,4.4554
,,,,,,,481,4.7103,2.3041,4.363,4.7115,2.3035,4.3695,4.7127,2.303,4.3764,4.7141,2.3025,4.3833,4.7154,2.302,4.3899
,,,,,,,482,4.2897,2.2793,4.1189,4.2877,2.281,4.1231,4.2858,2.2826,4.1273,4.2839,2.2841,4.1313,4.2821,2.2856,4.1352
,,,,,,,483,6.1462,2.5958,6.1198,6.1425,2.5956,6.1166,6.1387,2.5953,6.1133,6.1346,2.595,6.1098,6.1307,2.5948,6.1063
,,,,,,,484,6.141,2.7656,4.8853,6.1436,2.7677,4.8853,6.1465,2.7697,4.8854,6.1494,2.7717,4.8856,6.1523,2.7734,4.886
,,,,,,,485,0.16691,2.6273,0.31674,0.16875,2.627,0.3201,0.17043,2.6267,0.32314,0.1721,2.6265,0.32613,0.17369,2.6262,0.32896
,,,,,,,486,0.1488,2.3649,6.0222,0.15111,2.3642,6.0236,0.15357,2.3634,6.0252,0.15609,2.3625,6.0269,0.1585,2.3616,6.0286
,,,,,,,487,6.1424,2.589,6.1159,6.1387,2.5887,6.1126,6.1347,2.5884,6.1092,6.1306,2.5881,6.1056,6.1266,2.5879,6.1021
,,,,,,,488,5.6318,2.7607,4.3602,5.6331,2.7619,4.3589,5.6349,2.7631,4.3581,5.6371,2.7643,4.3577,5.6393,2.7653,4.3575
,,,,,,,489,4.2059,2.1799,4.4633,4.2052,2.1792,4.4608,4.2045,2.1786,4.4584,4.2038,2.178,4.4561,4.2031,2.1775,4.454
,,,,,,,490,4.729,2.1842,4.7517,4.7287,2.1848,4.7496,4.7284,2.1854,4.7477,4.7282,2.186,4.7458,4.728,2.1865,4.7441
