tau_sat,b,tau_0,gamma_0,n,g1_phi_1_start,g1_phi_1_end,g1_Phi_start,g1_Phi_end,g1_phi_2_start,g1_phi_2_end,g2_phi_1_start,g2_phi_1_end,g2_Phi_start,g2_Phi_end,g2_phi_2_start,g2_phi_2_end,g3_phi_1_start,g3_phi_1_end,g3_Phi_start,g3_Phi_end,g3_phi_2_start,g3_phi_2_end,g4_phi_1_start,g4_phi_1_end,g4_Phi_start,g4_Phi_end,g4_phi_2_start,g4_phi_2_end,g5_phi_1_start,g5_phi_1_end,g5_Phi_start,g5_Phi_end,g5_phi_2_start,g5_phi_2_end
50.0,12.8,100.0,3.333e-05,2.0,5.2975,5.2873,1.4932,1.5073,0.97124,1.0862,4.1303,4.1832,0.57236,0.55685,1.6642,1.7462,5.594,5.6006,1.4059,1.344,1.0769,1.0825,5.8529,6.1232,0.33545,0.26415,0.98262,0.70063,5.6193,5.7213,1.2573,1.2022,0.61642,0.64195
50.0,12.8,200.0,3.333e-05,2.0,5.2975,5.2873,1.4932,1.5074,0.97124,1.0859,4.1303,4.183,0.57236,0.55678,1.6642,1.7461,5.594,5.6006,1.4059,1.3441,1.0769,1.0825,5.8529,6.1227,0.33545,0.26423,0.98262,0.7011,5.6193,5.7212,1.2573,1.2023,0.61642,0.64185
50.0,12.8,400.0,3.333e-05,2.0,5.2975,5.2874,1.4932,1.5074,0.97124,1.0855,4.1303,4.1827,0.57236,0.55665,1.6642,1.746,5.594,5.6006,1.4059,1.3442,1.0769,1.0824,5.8529,6.1217,0.33545,0.2644,0.98262,0.70211,5.6193,5.721,1.2573,1.2023,0.61642,0.64164
50.0,12.8,800.0,3.333e-05,2.0,5.2975,5.2875,1.4932,1.5076,0.97124,1.0845,4.1303,4.1819,0.57236,0.5564,1.6642,1.7458,5.594,5.6006,1.4059,1.3445,1.0769,1.0822,5.8529,6.1196,0.33545,0.26474,0.98262,0.70419,5.6193,5.7206,1.2573,1.2025,0.61642,0.64122
50.0,25.6,50.0,3.333e-05,2.0,5.2975,5.2873,1.4932,1.5073,0.97124,1.0863,4.1303,4.1833,0.57236,0.55688,1.6642,1.7462,5.594,5.6006,1.4059,1.344,1.0769,1.0825,5.8529,6.1234,0.33545,0.2641,0.98262,0.70041,5.6193,5.7213,1.2573,1.2022,0.61642,0.64201
50.0,25.6,100.0,3.333e-05,2.0,5.2975,5.2873,1.4932,1.5074,0.97124,1.0862,4.1303,4.1832,0.57236,0.55684,1.6642,1.7462,5.594,5.6006,1.4059,1.344,1.0769,1.0825,5.8529,6.1232,0.33545,0.26414,0.98262,0.70063,5.6193,5.7213,1.2573,1.2022,0.61642,0.64196
50.0,25.6,200.0,3.333e-05,2.0,5.2975,5.2873,1.4932,1.5074,0.97124,1.0859,4.1303,4.183,0.57236,0.55677,1.6642,1.7461,5.594,5.6006,1.4059,1.3441,1.0769,1.0825,5.8529,6.1227,0.33545,0.26423,0.98262,0.70111,5.6193,5.7212,1.2573,1.2023,0.61642,0.64186
50.0,25.6,400.0,3.333e-05,2.0,5.2975,5.2874,1.4932,1.5074,0.97124,1.0855,4.1303,4.1827,0.57236,0.55664,1.6642,1.746,5.594,5.6006,1.4059,1.3442,1.0769,1.0824,5.8529,6.1217,0.33545,0.2644,0.98262,0.70212,5.6193,5.721,1.2573,1.2023,0.61642,0.64165
50.0,25.6,800.0,3.333e-05,2.0,5.2975,5.2875,1.4932,1.5076,0.97124,1.0845,4.1303,4.1819,0.57236,0.5564,1.6642,1.7458,5.594,5.6006,1.4059,1.3445,1.0769,1.0822,5.8529,6.1196,0.33545,0.26474,0.98262,0.7042,5.6193,5.7206,1.2573,1.2025,0.61642,0.64122
100.0,0.1,50.0,3.333e-05,2.0,5.2975,5.2871,1.4932,1.5073,0.97124,1.0865,4.1303,4.1833,0.57236,0.5569,1.6642,1.7464,5.594,5.6007,1.4059,1.3439,1.0769,1.0827,5.8529,6.1235,0.33545,0.26416,0.98262,0.70037,5.6193,5.7214,1.2573,1.2023,0.61642,0.64188
100.0,0.1,100.0,3.333e-05,2.0,5.2975,5.2872,1.4932,1.5073,0.97124,1.0863,4.1303,4.1832,0.57236,0.55687,1.6642,1.7463,5.594,5.6006,1.4059,1.344,1.0769,1.0826,5.8529,6.1233,0.33545,0.26416,0.98262,0.70055,5.6193,5.7213,1.2573,1.2022,0.61642,0.64191
100.0,0.1,200.0,3.333e-05,2.0,5.2975,5.2873,1.4932,1.5074,0.97124,1.0861,4.1303,4.1831,0.57236,0.5568,1.6642,1.7462,5.594,5.6006,1.4059,1.344,1.0769,1.0825,5.8529,6.1228,0.33545,0.26422,0.98262,0.701,5.6193,5.7212,1.2573,1.2023,0.61642,0.64186
100.0,0.1,400.0,3.333e-05,2.0,5.2975,5.2873,1.4932,1.5074,0.97124,1.0856,4.1303,4.1827,0.57236,0.55667,1.6642,1.746,5.594,5.6006,1.4059,1.3442,1.0769,1.0824,5.8529,6.1218,0.33545,0.26438,0.98262,0.702,5.6193,5.721,1.2573,1.2023,0.61642,0.64166
100.0,0.1,800.0,3.333e-05,2.0,5.2975,5.2874,1.4932,1.5076,0.97124,1.0846,4.1303,4.182,0.57236,0.55643,1.6642,1.7458,5.594,5.6007,1.4059,1.3445,1.0769,1.0822,5.8529,6.1197,0.33545,0.26471,0.98262,0.70406,5.6193,5.7206,1.2573,1.2025,0.61642,0.64125
100.0,0.2,50.0,3.333e-05,2.0,5.2975,5.287,1.4932,1.5072,0.97124,1.0865,4.1303,4.1832,0.57236,0.5569,1.6642,1.7465,5.594,5.6007,1.4059,1.3439,1.0769,1.0827,5.8529,6.1234,0.33545,0.26423,0.98262,0.70046,5.6193,5.7214,1.2573,1.2023,0.61642,0.64176
100.0,0.2,100.0,3.333e-05,2.0,5.2975,5.2871,1.4932,1.5073,0.97124,1.0863,4.1303,4.1832,0.57236,0.55686,1.6642,1.7463,5.594,5.6006,1.4059,1.3439,1.0769,1.0826,5.8529,6.1232,0.33545,0.26421,0.98262,0.70063,5.6193,5.7214,1.2573,1.2023,0.61642,0.64183
100.0,0.2,200.0,3.333e-05,2.0,5.2975,5.2872,1.4932,1.5073,0.97124,1.086,4.1303,4.183,0.57236,0.5568,1.6642,1.7462,5.594,5.6006,1.4059,1.344,1.0769,1.0825,5.8529,6.1228,0.33545,0.26426,0.98262,0.70107,5.6193,5.7212,1.2573,1.2023,0.61642,0.64181
100.0,0.2,400.0,3.333e-05,2.0,5.2975,5.2873,1.4932,1.5074,0.97124,1.0856,4.1303,4.1827,0.57236,0.55667,1.6642,1.746,5.594,5.6006,1.4059,1.3442,1.0769,1.0824,5.8529,6.1218,0.33545,0.2644,0.98262,0.70206,5.6193,5.721,1.2573,1.2024,0.61642,0.64163
100.0,0.2,800.0,3.333e-05,2.0,5.2975,5.2874,1.4932,1.5075,0.97124,1.0846,4.1303,4.182,0.57236,0.55642,1.6642,1.7458,5.594,5.6007,1.4059,1.3445,1.0769,1.0822,5.8529,6.1197,0.33545,0.26473,0.98262,0.70412,5.6193,5.7206,1.2573,1.2025,0.61642,0.64123
100.0,0.4,50.0,3.333e-05,2.0,5.2975,5.2869,1.4932,1.5072,0.97124,1.0865,4.1303,4.1832,0.57236,0.55689,1.6642,1.7466,5.594,5.6007,1.4059,1.3439,1.0769,1.0828,5.8529,6.1233,0.33545,0.26431,0.98262,0.70056,5.6193,5.7215,1.2573,1.2024,0.61642,0.64162
100.0,0.4,100.0,3.333e-05,2.0,5.2975,5.2871,1.4932,1.5073,0.97124,1.0863,4.1303,4.1831,0.57236,0.55686,1.6642,1.7464,5.594,5.6007,1.4059,1.3439,1.0769,1.0827,5.8529,6.1231,0.33545,0.26427,0.98262,0.70073,5.6193,5.7214,1.2573,1.2023,0.61642,0.64174
100.0,0.4,200.0,3.333e-05,2.0,5.2975,5.2872,1.4932,1.5073,0.97124,1.086,4.1303,4.183,0.57236,0.55679,1.6642,1.7462,5.594,5.6006,1.4059,1.344,1.0769,1.0826,5.8529,6.1227,0.33545,0.2643,0.98262,0.70117,5.6193,5.7212,1.2573,1.2023,0.61642,0.64174
100.0,0.4,400.0,3.333e-05,2.0,5.2975,5.2873,1.4932,1.5074,0.97124,1.0855,4.1303,4.1826,0.57236,0.55666,1.6642,1.7461,5.594,5.6006,1.4059,1.3442,1.0769,1.0824,5.8529,6.1217,0.33545,0.26444,0.98262,0.70215,5.6193,5.721,1.2573,1.2024,0.61642,0.64159
100.0,0.4,800.0,3.333e-05,2.0,5.2975,5.2874,1.4932,1.5075,0.97124,1.0845,4.1303,4.1819,0.57236,0.55642,1.6642,1.7458,5.594,5.6007,1.4059,1.3445,1.0769,1.0822,5.8529,6.1196,0.33545,0.26476,0.98262,0.7042,5.6193,5.7206,1.2573,1.2026,0.61642,0.6412
100.0,0.8,50.0,3.333e-05,2.0,5.2975,5.2869,1.4932,1.5072,0.97124,1.0865,4.1303,4.1831,0.57236,0.55689,1.6642,1.7466,5.594,5.6007,1.4059,1.3439,1.0769,1.0828,5.8529,6.1232,0.33545,0.26435,0.98262,0.70063,5.6193,5.7215,1.2573,1.2024,0.61642,0.64155
