tau_sat,b,tau_0,gamma_0,n,x_end,y_1,y_2,y_3,y_4,y_5,y_6,y_7,y_8,y_9,y_10,y_11,y_12,y_13,y_14,y_15,y_16,y_17,y_18,y_19,y_20,y_21,y_22,y_23,y_24,y_25,y_26,y_27,y_28,y_29,y_30
100.0,1.6,100.0,3.333e-05,2.0,0.5,-8.8132e-16,223.79,235.09,248.9,261.96,273.83,284.59,294.31,303.13,311.1,318.32,324.85,330.75,336.09,340.92,345.28,349.22,352.79,356.01,358.92,361.54,363.91,366.05,367.99,369.73,371.3,372.73,374.01,375.17,376.22
100.0,1.6,200.0,3.333e-05,2.0,0.5,5.7286e-15,428.42,436.19,449.29,462.1,473.76,484.29,493.79,502.38,510.12,517.11,523.4,529.08,534.2,538.8,542.95,546.67,550.03,553.04,555.74,558.17,560.35,562.31,564.06,565.63,567.04,568.3,569.44,570.44,571.36
100.0,1.6,400.0,3.333e-05,2.0,0.5,9.6945e-15,822.55,837.61,850.22,862.61,873.83,883.91,892.96,901.08,908.37,914.89,920.73,925.94,930.6,934.74,938.45,941.74,944.66,947.25,949.55,951.57,953.37,954.95,956.34,957.57,958.64,959.57,960.4,961.12,961.75
100.0,1.6,800.0,3.333e-05,2.0,0.5,-2.9965e-14,1495.1,1626.8,1651.3,1664.2,1674.8,1684.0,1692.1,1699.4,1705.7,1711.2,1716.2,1720.5,1724.1,1727.4,1730.2,1732.6,1734.7,1736.3,1737.8,1739.0,1740.0,1740.9,1741.5,1742.0,1742.3,1742.6,1742.8,1742.9,1743.0
100.0,3.2,50.0,3.333e-05,2.0,0.5,-3.0846e-15,135.88,161.5,184.4,203.63,219.57,232.75,243.66,252.65,260.08,266.18,271.2,275.32,278.69,281.44,283.68,285.49,286.95,288.12,289.05,289.78,290.35,290.78,291.11,291.34,291.51,291.62,291.68,291.7,291.7
100.0,3.2,100.0,3.333e-05,2.0,0.5,2.644e-15,238.11,261.58,284.2,303.42,319.34,332.5,343.34,352.27,359.61,365.63,370.55,374.57,377.83,380.47,382.6,384.31,385.66,386.72,387.54,388.17,388.64,388.98,389.21,389.35,389.43,389.46,389.44,389.39,389.31
100.0,3.2,200.0,3.333e-05,2.0,0.5,-3.0846e-15,441.25,461.62,483.84,503.06,518.96,532.04,542.77,551.56,558.73,564.57,569.3,573.11,576.16,578.58,580.5,581.98,583.11,583.95,584.57,584.99,585.26,585.41,585.45,585.41,585.31,585.17,584.99,584.79,584.56
100.0,3.2,400.0,3.333e-05,2.0,0.5,-3.5253e-15,832.41,860.81,883.19,902.48,918.34,931.29,941.81,950.32,957.17,962.64,966.97,970.37,973.0,974.99,976.45,977.5,978.19,978.61,978.79,978.8,978.66,978.4,978.07,977.66,977.2,976.71,976.21,975.69,975.16
100.0,3.2,800.0,3.333e-05,2.0,0.5,-7.0506e-15,1500.3,1645.1,1680.6,1701.6,1717.6,1730.4,1740.6,1748.6,1754.8,1759.5,1763.0,1765.6,1767.5,1768.6,1769.1,1769.2,1769.0,1768.6,1767.9,1767.1,1766.1,1765.0,1763.8,1762.7,1761.5,1760.3,1759.1,1757.9,1756.8
100.0,6.4,50.0,3.333e-05,2.0,0.5,-8.8132e-16,161.45,202.02,231.66,252.46,266.86,276.78,283.55,288.16,291.24,293.27,294.57,295.36,295.8,295.99,296.01,295.93,295.77,295.56,295.32,295.06,294.79,294.52,294.25,293.98,293.73,293.48,293.25,293.01,292.8
